date_of_sale,address,county,price,vat_exclusive,property_description,property_size,place_id,geocoding_url,latitude,longitude,formatted_address,eircode,accuracy,electoral_district,region,electoral_district_id,bus_distance
01/08/2014,"3 Sean Scoile, Kilcogy",Cavan,40000.0,No,Second-Hand Dwelling house /Apartment,,ChIJeSTovt7fXUgRkOwxl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=3+Sean+Scoile,+Kilcogy,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.8291043,-7.425505599999997,"Kilcogy, Co. Cavan, Ireland",,APPROXIMATE,Kilcogy,Border,32090,3.944719117293236
01/08/2014,"31 An Tor Aonarch, Rocks Road, Kingscourt",Cavan,90000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ChIJ9c8FxtqsYEgRM6ws3AWVMRk,"https://maps.googleapis.com/maps/api/geocode/json?address=31+An+Tor+Aonarch,+Rocks+Road,+Kingscourt,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9041806,-6.814996499999999,"31 An Tor Aonarach, Dunaree, Kingscourt, Co. Cavan, A82 H7D1, Ireland",A82 H7D1,ROOFTOP,Kingscourt,Border,32008,0.6727144391200867
01/08/2014,"51 Drum Carraig, Drumalee, Cavan",Cavan,87000.0,No,Second-Hand Dwelling house /Apartment,,ChIJdxL0D9YNXkgRz5dxyPgBkV0,"https://maps.googleapis.com/maps/api/geocode/json?address=51+Drum+Carraig,+Drumalee,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9971843,-7.350251099999999,"51 Drumcarraig, Drumalee, Cavan, Co. Cavan, H12 EE78, Ireland",H12 EE78,ROOFTOP,Cavan Rural,Border,32048,0.6469933218848855
05/08/2014,"42 Ashforde, Castleforde, Ballyconnell",Cavan,100000.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,ChIJreIsKIxrXkgR73CjDd7_d-4,"https://maps.googleapis.com/maps/api/geocode/json?address=42+Ashforde,+Castleforde,+Ballyconnell,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.1160264,-7.5805235,"Castleforde, Co. Cavan, Ireland",,GEOMETRIC_CENTER,Ballyconnell,Border,32015,0.14528872405160426
06/08/2014,"2 Market Street, Cootehill",Cavan,200000.0,No,Second-Hand Dwelling house /Apartment,,ChIJRxHcYuAcXkgRgd_7Gh0hN84,"https://maps.googleapis.com/maps/api/geocode/json?address=2+Market+Street,+Cootehill,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.07373860000001,-7.080785400000001,"Market Street Cootehill, Drumaveil North, Co. Cavan, Ireland",,GEOMETRIC_CENTER,Cootehill Urban,Border,32051,4.887587341121417e-06
06/08/2014,"42 Pairc An Duin, Swellan, Cavan",Cavan,80500.0,No,Second-Hand Dwelling house /Apartment,,ChIJNxi4MbUNXkgRwtedapqdQQs,"https://maps.googleapis.com/maps/api/geocode/json?address=42+Pairc+An+Duin,+Swellan,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9897865,-7.3791959999999985,"42 Páirc An Duin, Swellan Lower, Cavan, Co. Cavan, H12 KW01, Ireland",H12 KW01,ROOFTOP,Cavan Rural,Border,32048,1.022219134599259
07/08/2014,"3 Ashgrove, Drumalee, Cavan",Cavan,50000.0,No,Second-Hand Dwelling house /Apartment,,ChIJTSBv4NcNXkgRVrWG1WZwceQ,"https://maps.googleapis.com/maps/api/geocode/json?address=3+Ashgrove,+Drumalee,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.0007208,-7.3504288,"3 Ashgrove, Drumalee, Cavan, H12 D938, Ireland",H12 D938,ROOFTOP,Cavan Rural,Border,32048,0.5229829519829957
07/08/2014,"33 Riverrun, Belturbet",Cavan,44053.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ChIJCRNCeHETXkgR4HYxl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=33+Riverrun,+Belturbet,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.10190559999999,-7.449667899999999,"Kilconny, Belturbet, Co. Cavan, Ireland",,APPROXIMATE,Belturbet Urban,Border,32042,0.005848956715348603
08/08/2014,"2 Corlurgan Court, Virginia Rd, Bailieborough",Cavan,100000.0,No,Second-Hand Dwelling house /Apartment,,ChIJaQyV1D8AXkgRY8WTPQjTLx0,"https://maps.googleapis.com/maps/api/geocode/json?address=2+Corlurgan+Court,+Virginia+Rd,+Bailieborough,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.90299419999999,-7.0003799,"2 Corlurgan Ct, Corlurgan, Co. Cavan, A82 K295, Ireland",A82 K295,ROOFTOP,Bailieborough,Border,32002,2.487814441119128
08/08/2014,"Swellan Lower, Cavan",Cavan,175000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ3_7kFUsMXkgRgKgxl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=Swellan+Lower,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.98942710000001,-7.383478899999999,"Swellan Lower, Cavan, Ireland",,APPROXIMATE,Cavan Rural,Border,32048,1.1856104560148857
08/08/2014,"Swellan Lower, Cavan",Cavan,90000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ3_7kFUsMXkgRgKgxl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=Swellan+Lower,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.98942710000001,-7.383478899999999,"Swellan Lower, Cavan, Ireland",,APPROXIMATE,Cavan Rural,Border,32048,1.1856104560148857
11/08/2014,"12 Erne Court, Erne Hill, Belturbet",Cavan,38000.0,No,Second-Hand Dwelling house /Apartment,,ChIJO6QGsnUTXkgRh-AClu4ujtE,"https://maps.googleapis.com/maps/api/geocode/json?address=12+Erne+Court,+Erne+Hill,+Belturbet,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.0985694,-7.438913899999997,"12 Erne Ct, Corporation Lands, Belturbet, Co. Cavan, H14 E922, Ireland",H14 E922,ROOFTOP,Belturbet Urban,Border,32042,0.4348418306801655
12/08/2014,"Burren, Doogarry",Cavan,22500.0,No,Second-Hand Dwelling house /Apartment,,ChIJfXwgVFBuXkgR61nkuR-ZyS0,"https://maps.googleapis.com/maps/api/geocode/json?address=Burren,+Doogarry,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.05254009999999,-7.6489473,"Burren, River Valley, Co. Cavan, Ireland",,APPROXIMATE,Lissanover,Border,32024,2.0407440215016006
12/08/2014,"Cranadillon, Virginia",Cavan,97000.0,No,Second-Hand Dwelling house /Apartment,,ChIJESSFSsn9XUgRzl-cpWX3od8,"https://maps.googleapis.com/maps/api/geocode/json?address=Cranadillon,+Virginia,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.8388025,-7.0961320999999975,"Cranadillon Pl, Virginia, Co. Cavan, Ireland",,GEOMETRIC_CENTER,Virginia,Border,32034,0.9838749632012188
12/08/2014,"Derrycramph, Swellan",Cavan,118000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ChIJ4VJMwk4MXkgRwnpSu6fHACY,"https://maps.googleapis.com/maps/api/geocode/json?address=Derrycramph,+Swellan,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.98318470000001,-7.3873209000000015,"Derrycramph, Cavan, Ireland",,APPROXIMATE,Cavan Rural,Border,32048,0.694484896526338
12/08/2014,"Kilbride, Mountnugent",Cavan,149000.0,No,Second-Hand Dwelling house /Apartment,,ChIJrXJ37a3jXUgRoIExl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=Kilbride,+Mountnugent,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.8179409,-7.256305800000002,"Mountnugent, Mount Nugent, Co. Cavan, Ireland",,APPROXIMATE,Kilbride,Border,32031,0.011999632207442804
12/08/2014,"Kilclougha, Maudabawn, Cootehill",Cavan,49500.0,No,Second-Hand Dwelling house /Apartment,,ChIJXRndJ5gCXkgRhAWfTC61eaE,"https://maps.googleapis.com/maps/api/geocode/json?address=Kilclougha,+Maudabawn,+Cootehill,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.0306311,-7.0222291,"Gallonreagh, Madabawn, Co. Cavan, Ireland",,APPROXIMATE,Corraneary,Border,32053,0.06089175135901724
13/08/2014,"13 Castlemanor, Drumalee, Cavan",Cavan,38000.0,Yes,New Dwelling house /Apartment,less than 38 sq metres,ChIJ4YDh4dYNXkgR-AWUDP0BSts,"https://maps.googleapis.com/maps/api/geocode/json?address=13+Castlemanor,+Drumalee,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.99885889999999,-7.3421694,"40 Cootehill Rd, Drumcrauve, Co. Cavan, Ireland",,ROOFTOP,Cavan Rural,Border,32048,1.077259585746024
13/08/2014,"18 Deanery Banks, Belturbet, Cavan",Cavan,99000.0,No,Second-Hand Dwelling house /Apartment,,ChIJYR2nMXYTXkgRdgagR-w3ViU,"https://maps.googleapis.com/maps/api/geocode/json?address=18+Deanery+Banks,+Belturbet,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.1029434,-7.4380004,"18 Deanery Banks, Corporation Lands, Belturbet, Co. Cavan, H14 H640, Ireland",H14 H640,ROOFTOP,Belturbet Urban,Border,32042,0.4946691129222674
13/08/2014,"Bexcourt, Bailieborough",Cavan,80000.0,No,Second-Hand Dwelling house /Apartment,,ChIJqdQ04oOqYEgRGDpL0sIXZys,"https://maps.googleapis.com/maps/api/geocode/json?address=Bexcourt,+Bailieborough,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9211351,-6.974534599999999,"Beckscourt View, Drumbannan, Bailieborough, Co. Cavan, A82 D928, Ireland",A82 D928,GEOMETRIC_CENTER,Bailieborough,Border,32002,0.6430133226659769
13/08/2014,"Cliffen, Killinkere",Cavan,65000.0,No,Second-Hand Dwelling house /Apartment,,ChIJo3mvjKQAXkgRKee6cZWaJkI,"https://maps.googleapis.com/maps/api/geocode/json?address=Cliffen,+Killinkere,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.88556939999999,-7.0664067999999975,"Beagh Glebe, Kilinkere, Co. Cavan, Ireland",,APPROXIMATE,Killinkere,Border,32007,3.832096777356945
13/08/2014,"Deerpark, Virginia",Cavan,100000.0,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,ChIJE5UUaLX9XUgREjbHGajHACY,"https://maps.googleapis.com/maps/api/geocode/json?address=Deerpark,+Virginia,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.83242979999999,-7.1070799,"Deerpark, Co. Cavan, Ireland",,APPROXIMATE,Virginia,Border,32034,1.6194812678902388
13/08/2014,"Dublin Road, Virginia",Cavan,175000.0,No,Second-Hand Dwelling house /Apartment,,ChIJAVEnPNX9XUgR-1f5T_Mzj6g,"https://maps.googleapis.com/maps/api/geocode/json?address=Dublin+Road,+Virginia,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.83383120000001,-7.0730227,"Dublin Road, Mill Creek, Co. Cavan, Ireland",,APPROXIMATE,Virginia,Border,32034,0.17614638894696738
14/08/2014,"2 Castlemanor Retirement Village, Billis, Cavan",Cavan,38000.0,No,Second-Hand Dwelling house /Apartment,,ChIJS9xEZ3kOXkgRH4I7tcqA8tU,"https://maps.googleapis.com/maps/api/geocode/json?address=2+Castlemanor+Retirement+Village,+Billis,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.998437,-7.3428654999999985,"2 Castlemanor Retirement Village, Drumcrauve, Co. Cavan, H12 RK22, Ireland",H12 RK22,ROOFTOP,Cavan Rural,Border,32048,1.0415874795810545
14/08/2014,"Apartment 4, The Lakelands, Dublin Road",Cavan,30000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ56VRfjIMXkgR702Kkr5bfUI,"https://maps.googleapis.com/maps/api/geocode/json?address=Apartment+4,+The+Lakelands,+Dublin+Road,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9875289,-7.3615913,"Unit 4, The Plaza, College St, Townparks, Cavan, H12 Y7R8, Ireland",H12 Y7R8,ROOFTOP,Cavan Urban,Border,32001,0.3104876951420891
14/08/2014,"Apt No. 2  Block No. 3, Cluain Aoibhinn Court, Swellan Lower",Cavan,27000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,EktBcHQgTm8uIDIgQmxvY2ssIDMgQ2x1YWluIEFvaWJoaW5uLCBTd2VsbGFuIExvd2VyLCBDYXZhbiwgSDEyIFg5MDMsIElyZWxhbmQiKxopChYKFAoSCY1uDVw1DF5IEchjg-tUSR3zEg9BcHQgTm8uIDIgQmxvY2s,"https://maps.googleapis.com/maps/api/geocode/json?address=Apt+No.+2+Block+No.+3,+Cluain+Aoibhinn+Court,+Swellan+Lower,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9884721,-7.375652400000001,"Apt No. 2 Block, 3 Cluain Aoibhinn, Swellan Lower, Cavan, Co. Cavan, H12 X903, Ireland",H12 X903,ROOFTOP,Cavan Rural,Border,32048,0.817600198080394
14/08/2014,"Kilsaran House, Lough Duff, Cavan",Cavan,210000.0,No,Second-Hand Dwelling house /Apartment,,ChIJqwFy1m11XkgRjMgpyj5eriU,"https://maps.googleapis.com/maps/api/geocode/json?address=Kilsaran+House,+Lough+Duff,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.86844129999999,-7.473215400000001,"Kilsaran, Co. Cavan, Ireland",,APPROXIMATE,Loughdawan,Border,32092,5.914871992307438
15/08/2014,"21 Yew Park, Virginia, Cavan",Cavan,142500.0,No,Second-Hand Dwelling house /Apartment,,ChIJuYkZ2n_-XUgRIV-fnlv9qac,"https://maps.googleapis.com/maps/api/geocode/json?address=21+Yew+Park,+Virginia,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.83348620000001,-7.070203500000001,"21 Yew Park, Rahardrum, Virginia, Co. Cavan, A82 K132, Ireland",A82 K132,ROOFTOP,Virginia,Border,32034,0.14155278536003266
15/08/2014,"22 Belerne River Village, Belturbet, Cavan",Cavan,42500.0,No,Second-Hand Dwelling house /Apartment,,ChIJM8gJ138TXkgRFOzKzWZ2zRg,"https://maps.googleapis.com/maps/api/geocode/json?address=22+Belerne+River+Village,+Belturbet,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.1165809,-7.4435291,"22 Belerne River Village, Cornadarragh, Belturbet, Co. Cavan, H14 E682, Ireland",H14 E682,ROOFTOP,Kilconny,Border,32064,1.6748450771407817
15/08/2014,"22 The Beeches, Drumgola Wood, Latt",Cavan,70000.0,No,Second-Hand Dwelling house /Apartment,,EiIyMiBUaGUgQmVlY2hlcywgQ28uIENhdmFuLCBJcmVsYW5kIhoSGAoUChIJu_DUQksMXkgRNxCPKWa9uPIQFg,"https://maps.googleapis.com/maps/api/geocode/json?address=22+The+Beeches,+Drumgola+Wood,+Latt,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9878539,-7.3823751999999985,"22 The Beeches, Swellan Lower, Cavan, Ireland",,RANGE_INTERPOLATED,Cavan Rural,Border,32048,1.1748800577352296
15/08/2014,"Tullyvin Garda Station, Aghatotan, Tullyvin",Cavan,45000.0,No,Second-Hand Dwelling house /Apartment,,ChIJKQGJgVIbXkgRkPXU1ZzbhMw,"https://maps.googleapis.com/maps/api/geocode/json?address=Tullyvin+Garda+Station,+Aghatotan,+Tullyvin,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.04975469999999,-7.1439046999999976,"Tullyvin Garda Station, Aghatotan, Cootehill, Co. Cavan, Ireland",,ROOFTOP,Tullyvin West,Border,32079,0.18644361936736165
18/08/2014,"Lismore Lodge, Crossdoney",Cavan,80000.0,No,Second-Hand Dwelling house /Apartment,,ChIJieUlJrsMXkgR4vvR4qLYjpM,"https://maps.googleapis.com/maps/api/geocode/json?address=Lismore+Lodge,+Crossdoney,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9536978,-7.435939699999999,"Lismore House, Lismore, Crossdoney, Co. Cavan, Ireland",,ROOFTOP,Crossdoney,Border,32054,0.10918325957925998
18/08/2014,"Sheevin, Cootehill Road, Cavan",Cavan,85000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ3-539dcNXkgRSmMA9ObQJO8,"https://maps.googleapis.com/maps/api/geocode/json?address=Sheevin,+Cootehill+Road,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.001875,-7.3521893,"Sheevin, Cootehill Rd, Drumalee, Co. Cavan, Ireland",,ROOFTOP,Cavan Rural,Border,32048,0.4360948014172599
18/08/2014,"The Cottage, Egramush, Butlers Bridge",Cavan,32500.0,No,Second-Hand Dwelling house /Apartment,,ChIJ9eQokRoSXkgRDKFec1Rfzsg,"https://maps.googleapis.com/maps/api/geocode/json?address=The+Cottage,+Egramush,+Butlers+Bridge,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.04317560000001,-7.3768308,"Butlersbridge National School, Clones Rd, Derrygarra Lower, Butlers Bridge, Co. Cavan, Ireland",,ROOFTOP,Butler's Bridge,Border,32044,0.07372927643612599
19/08/2014,"15 Swiftbrook Glen, Virginia, Cavan",Cavan,235000.0,No,Second-Hand Dwelling house /Apartment,,ChIJpeLR9cj9XUgRncIyv8Di13A,"https://maps.googleapis.com/maps/api/geocode/json?address=15+Swiftbrook+Glen,+Virginia,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.8406062,-7.0998592,"15 Swiftbrook Glen, Virginia, Co. Cavan, A82 N990, Ireland",A82 N990,ROOFTOP,Virginia,Border,32034,1.2944266353960707
19/08/2014,"Drumcrin, Kingscourt",Cavan,100000.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,ChIJL3dWYUGrYEgRAwtX1M2Oz-Q,"https://maps.googleapis.com/maps/api/geocode/json?address=Drumcrin,+Kingscourt,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.90785469999999,-6.8799072,"Drumcrin, Carragh, Co. Cavan, Ireland",,APPROXIMATE,Enniskeen,Border,32006,4.9133831927398495
20/08/2014,"Cavan Road, Virginia",Cavan,165000.0,No,Second-Hand Dwelling house /Apartment,,ChIJQaqvH879XUgRn2rdJ9l-1As,"https://maps.googleapis.com/maps/api/geocode/json?address=Cavan+Road,+Virginia,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.8379984,-7.0892969999999975,"Cavan Rd, Co. Cavan, Ireland",,GEOMETRIC_CENTER,Virginia,Border,32034,0.5564765630303616
20/08/2014,"Corbeagh, Cootehill, Castleblayney",Cavan,84000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ7cP7FvIcXkgRQAzfN6nHABg,"https://maps.googleapis.com/maps/api/geocode/json?address=Corbeagh,+Cootehill,+Castleblayney,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.0815677,-7.107131699999999,"Corbeagh, Fairgreen, Co. Cavan, Ireland",,APPROXIMATE,Ashfield,Border,32037,1.6190990813086776
20/08/2014,"Drummully East, Killeshandra",Cavan,65000.0,No,Second-Hand Dwelling house /Apartment,,ChIJGbidRnhtXkgRlr4tjVOUoIo,"https://maps.googleapis.com/maps/api/geocode/json?address=Drummully+East,+Killeshandra,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.032686700000006,-7.5331763999999986,"Drummully East, Co. Cavan, Ireland",,APPROXIMATE,Killashandra,Border,32066,1.9886689032191855
21/08/2014,"112 College Street, Cavan Town, Cavan",Cavan,55000.0,No,Second-Hand Dwelling house /Apartment,,ChIJn4_nhDIMXkgR1Nvt0EDgY00,"https://maps.googleapis.com/maps/api/geocode/json?address=112+College+Street,+Cavan+Town,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.98822819999999,-7.3621526999999976,"112 College St, Townparks, Cavan, Co. Cavan, H12 VY86, Ireland",H12 VY86,ROOFTOP,Cavan Urban,Border,32001,0.22457470472955948
21/08/2014,"Bakersbridge, Ashgrove, Milltown",Cavan,60000.0,No,Second-Hand Dwelling house /Apartment,,ChIJR0J6vPgSXkgRTkUIfkOKSGQ,"https://maps.googleapis.com/maps/api/geocode/json?address=Bakersbridge,+Ashgrove,+Milltown,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.06733939999999,-7.4282866,"Ashgrove House, Ashgrove, Belturbet, Co. Cavan, Ireland",,ROOFTOP,Carrafin,Border,32046,1.413216432396844
21/08/2014,"Knocknagilla, New Inns, Ballyjamesduff",Cavan,80000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ_96liqziXUgRcNcxl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=Knocknagilla,+New+Inns,+Ballyjamesduff,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.86387360000001,-7.206456199999999,"Cornahilt, Ballyjamesduff, Co. Cavan, Ireland",,APPROXIMATE,Ballyjamesduff,Border,32029,0.06618890039404654
22/08/2014,"90 Ardkeen, Cavan",Cavan,42500.0,No,Second-Hand Dwelling house /Apartment,,ChIJ2c3yhNYNXkgRr8SceGhsw8M,"https://maps.googleapis.com/maps/api/geocode/json?address=90+Ardkeen,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9967924,-7.353596799999999,"90 Ardkeen, Drumalee, Cavan, Co. Cavan, H12 VK33, Ireland",H12 VK33,ROOFTOP,Cavan Urban,Border,32001,0.4996173208580939
22/08/2014,"Cornakill, Kingscourt",Cavan,68000.0,No,Second-Hand Dwelling house /Apartment,,ChIJObP8vsCsYEgRnWKHSubkFrk,"https://maps.googleapis.com/maps/api/geocode/json?address=Cornakill,+Kingscourt,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.90893489999999,-6.8311239000000015,"Cornakill, Co. Cavan, Ireland",,APPROXIMATE,Kingscourt,Border,32008,1.7392821823392008
25/08/2014,"Uragh, Swanlinbar",Cavan,35000.0,No,Second-Hand Dwelling house /Apartment,,ChIJxdt9QoFCXkgRoKoxl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=Uragh,+Swanlinbar,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.1937636,-7.7047113,"Hawkswood, Swanlinbar, Co. Cavan, Ireland",,APPROXIMATE,Swanlinbar,Border,32026,0.15859955403146092
26/08/2014,"29 Ashgrove, Ballinagh, Cavan",Cavan,65000.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,Eh8yOSBBc2hncm92ZSwgQ28uIENhdmFuLCBJcmVsYW5kIhoSGAoUChIJexB9DXgOXkgRjhu8HEGdYCUQHQ,"https://maps.googleapis.com/maps/api/geocode/json?address=29+Ashgrove,+Ballinagh,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.00084980000001,-7.349311599999999,"29 Ashgrove, Drumalee, Co. Cavan, Ireland",,RANGE_INTERPOLATED,Cavan Rural,Border,32048,0.5967751115439309
27/08/2014,"29 Lismeen Hills, Virginia Road, Ballyjamesduff",Cavan,32870.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,ChIJr5lb5lT9XUgRsrhW1yOUSf0,"https://maps.googleapis.com/maps/api/geocode/json?address=29+Lismeen+Hills,+Virginia+Road,+Ballyjamesduff,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.86605160000001,-7.1953520000000015,"29 Lismeen Hills, Kilmore, Ballyjamesduff, Co. Cavan, A82 F9H0, Ireland",A82 F9H0,ROOFTOP,Ballyjamesduff,Border,32029,0.7014174627650909
27/08/2014,"7 (Postal Address 6) Sli Macnean, Main Street, Blacklion",Cavan,30000.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ChIJ0XMqmMBbXkgRRMCB_z5EXm0,"https://maps.googleapis.com/maps/api/geocode/json?address=7+(Postal+Address+6)+Sli+Macnean,+Main+Street,+Blacklion,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.29070279999999,-7.875947300000001,"Slí Macnean, Main St, Tuam, Blacklion, Co. Cavan, Ireland",,ROOFTOP,Tuam,Border,32088,0.07551719144953101
27/08/2014,"9 (Postal Address 4) Sli Macnean, Main Street, Blacklion",Cavan,24981.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ChIJ0XMqmMBbXkgRRMCB_z5EXm0,"https://maps.googleapis.com/maps/api/geocode/json?address=9+(Postal+Address+4)+Sli+Macnean,+Main+Street,+Blacklion,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.29070279999999,-7.875947300000001,"Slí Macnean, Main St, Tuam, Blacklion, Co. Cavan, Ireland",,ROOFTOP,Tuam,Border,32088,0.07551719144953101
28/08/2014,"15 Kilconny St, Belturbet, Cavan",Cavan,32500.0,No,Second-Hand Dwelling house /Apartment,,EiIxNSBLaWxjb25ueSBDdCwgQ28uIENhdmFuLCBJcmVsYW5kIhoSGAoUChIJLfxJ9msTXkgRoZyal1o1sXQQDw,"https://maps.googleapis.com/maps/api/geocode/json?address=15+Kilconny+St,+Belturbet,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.0984774,-7.4577875,"15 Kilconny Ct, Kilconny, Co. Cavan, Ireland",,RANGE_INTERPOLATED,Belturbet Urban,Border,32042,0.29708267494505625
28/08/2014,"37 Bramble Rise, Killynebber",Cavan,61675.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ChIJ5zj5eioMXkgRSnn2akXWEzU,"https://maps.googleapis.com/maps/api/geocode/json?address=37+Bramble+Rise,+Killynebber,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9879919,-7.347525299999999,"37 Bramble Rise, Killynebber, Cavan, H12 VW59, Ireland",H12 VW59,ROOFTOP,Cavan Rural,Border,32048,0.6269119876575873
