date_of_sale,address,county,price,vat_exclusive,property_description,property_size,accuracy,eircode,latitude,longitude,geocoding_url,formatted_address,place_id,electoral_district,region,electoral_district_id,bus_distance
19/12/2013,"40 St Macartans Villas, Carrickmacross, Monaghan",Monaghan,86000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,A81 P306,53.9732632,-6.7117745,"https://maps.googleapis.com/maps/api/geocode/json?address=40+St+Macartans+Villas,+Carrickmacross,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","40 St Macartan's Villas, Drummond Otra, Carrickmacross, Co. Monaghan, A81 P306, Ireland",ChIJeVc35jGyYEgRH0E-lUXoeMA,Carrickmacross Urban,Border,34001,0.5373239296363279
19/12/2013,"62 Beechgrove Lawns, Monaghan",Monaghan,65000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,H18 TW73,54.2349438,-6.9733405,"https://maps.googleapis.com/maps/api/geocode/json?address=62+Beechgrove+Lawns,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","62 Beechgrove Lawns, Drumbear, Monaghan, H18 TW73, Ireland",ChIJq0N-eWCfYEgR-gI2VxnuWuM,Monaghan Rural,Border,34063,0.1818542243855661
19/12/2013,"Cremartin, Castleblaney",Monaghan,88105.73,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,APPROXIMATE,,54.15872750000001,-6.8178015,"https://maps.googleapis.com/maps/api/geocode/json?address=Cremartin,+Castleblaney,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Cremartin, Co. Monaghan, Ireland",ChIJBWfY-7ekYEgRoBLfN6nHABg,Cremartin,Border,34030,1.6997944558367313
19/12/2013,"Knockroe, Clones Rd, Monaghan",Monaghan,200000.0,No,Second-Hand Dwelling house /Apartment,,GEOMETRIC_CENTER,,54.24438610000001,-6.988355299999999,"https://maps.googleapis.com/maps/api/geocode/json?address=Knockroe,+Clones+Rd,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Clones Rd, Knockroe, Monaghan, Ireland",EipDbG9uZXMgUmQsIEtub2Nrcm9lLCBDby4gTW9uYWdoYW4sIElyZWxhbmQiLiosChQKEgmdC2V1b59gSBFZbnZb_f74eBIUChIJNc570HGfYEgR8XB_6cbRSWE,Monaghan Rural,Border,34063,0.5156846582418113
19/12/2013,"Lisleitrim, Monaghan",Monaghan,235000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,,54.208602600000006,-6.9135177,"https://maps.googleapis.com/maps/api/geocode/json?address=Lisleitrim,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Lisleitrim, Co. Monaghan, Ireland",ChIJNZf8eT-iYEgRktJTu6fHACY,Rackwallace,Border,34064,4.416684765476946
19/12/2013,"Lisnadarragh, Shercock, Monaghan",Monaghan,160000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,,54.01585060000001,-6.905382599999999,"https://maps.googleapis.com/maps/api/geocode/json?address=Lisnadarragh,+Shercock,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Lisnadarragh, Co. Monaghan, Ireland",ChIJwUqW4tioYEgR0tNTu6fHACY,Corracharra,Border,34008,7.481174835319451
20/12/2013,"18 Tobar An Radhairc, Ballybay Road, Carrickmacross",Monaghan,145375.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,GEOMETRIC_CENTER,,53.9877961,-6.7237163,"https://maps.googleapis.com/maps/api/geocode/json?address=18+Tobar+An+Radhairc,+Ballybay+Road,+Carrickmacross,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Ballybay Rd, Co. Monaghan, Ireland",ChIJX_LkwYixYEgRU9JBr9Mwj54,Carrickmacross Rural,Border,34007,0.4801019237501022
20/12/2013,"3 Cois Chnoic, Tirkeenan, Momaghan",Monaghan,62000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ROOFTOP,H18 F201,54.2447066,-6.966831999999999,"https://maps.googleapis.com/maps/api/geocode/json?address=3+Cois+Chnoic,+Tirkeenan,+Momaghan,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","3 Cois Chnoic, Connolly Park, Monaghan, H18 F201, Ireland",ChIJp8KYsESfYEgRoohemvFWgvM,Monaghan Urban,Border,34004,0.3145827957862018
20/12/2013,"6 Cois Chnoic, Tirkeenan",Monaghan,60000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ROOFTOP,H18 AK52,54.2448365,-6.9666241,"https://maps.googleapis.com/maps/api/geocode/json?address=6+Cois+Chnoic,+Tirkeenan,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","6 Cois Chnoic, Connolly Park, Monaghan, H18 AK52, Ireland",ChIJ_92_uUSfYEgRuqpbB5U_oU0,Monaghan Urban,Border,34004,0.3242872771892261
20/12/2013,"7 Cois Chnoic, Tirkeenan, Monaghan",Monaghan,64000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ROOFTOP,H18 AK74,54.2448956,-6.9665531000000005,"https://maps.googleapis.com/maps/api/geocode/json?address=7+Cois+Chnoic,+Tirkeenan,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","7 Cois Chnoic, Connolly Park, Monaghan, H18 AK74, Ireland",ChIJ5xusuUSfYEgR-bqJFsCdBc4,Monaghan Urban,Border,34004,0.32749591757916463
20/12/2013,"8 Cois Chnoic, Tirkeenan, Monaghan",Monaghan,60000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ROOFTOP,H18 AE29,54.24492410000001,-6.966495299999999,"https://maps.googleapis.com/maps/api/geocode/json?address=8+Cois+Chnoic,+Tirkeenan,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","8 Cois Chnoic, Connolly Park, Monaghan, H18 AE29, Ireland",ChIJjydWuESfYEgR6ZliclUAdOE,Monaghan Urban,Border,34004,0.3306090783498827
20/12/2013,"Bree, Castleblayney, Monaghan",Monaghan,30000.0,No,Second-Hand Dwelling house /Apartment,,GEOMETRIC_CENTER,,54.1147885,-6.7497494000000025,"https://maps.googleapis.com/maps/api/geocode/json?address=Bree,+Castleblayney,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Bree, Co. Monaghan, Ireland",ChIJQRImjgK7YEgRUlfkBHQazVc,Castleblayney Rural,Border,34027,0.9708219461580122
23/12/2013,"Milltown, Rockcorry",Monaghan,100000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,APPROXIMATE,,54.26683440000001,-6.9868128,"https://maps.googleapis.com/maps/api/geocode/json?address=Milltown,+Rockcorry,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Milltown, Drumhillock, Co. Monaghan, Ireland",ChIJd7KblxmfYEgRcqfAdlIfL0E,Bellanode,Border,34048,1.7888232022382329
31/12/2013,"66 Main Street, Ballybay, Monaghan",Monaghan,26000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,,54.12946170000001,-6.9027864,"https://maps.googleapis.com/maps/api/geocode/json?address=66+Main+Street,+Ballybay,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Cornamucklaglass, Ballybay, Co. Monaghan, Ireland",ChIJJZs_LhikYEgRQUZ-llOXBGI,Ballybay Urban,Border,34022,0.060089268980791935
02/01/2014,"Tullygoney, Tydavnet",Monaghan,139000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,,54.283404,-7.0292705,"https://maps.googleapis.com/maps/api/geocode/json?address=Tullygoney,+Tydavnet,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Tullygony, Co. Monaghan, Ireland",ChIJ2-rJBlCeYEgRE4Cw1N6itG4,Tedavnet,Border,34068,5.0719691077990845
10/01/2014,"47 Mullagh Glass Cresent, Monaghan",Monaghan,62506.61,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ROOFTOP,,54.25053440000001,-6.976783599999999,"https://maps.googleapis.com/maps/api/geocode/json?address=47+Mullagh+Glass+Cresent,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","47 Mullach Glas Cres, Mullaghmonaghan, Monaghan, Ireland",ChIJz6UN30GfYEgRVMw_nBKa1oM,Monaghan Urban,Border,34004,0.4096617696773305
10/01/2014,"49 Mullagh Glas Cresent, Monaghan",Monaghan,59863.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ROOFTOP,,54.2504429,-6.9768383,"https://maps.googleapis.com/maps/api/geocode/json?address=49+Mullagh+Glas+Cresent,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","49 Mullach Glas Cres, Mullaghmonaghan, Monaghan, Ireland",ChIJ-cyP30GfYEgRi-uZsjdquxw,Monaghan Urban,Border,34004,0.4090977452437397
15/01/2014,"Drumbenagh, Monaghan",Monaghan,185000.0,No,Second-Hand Dwelling house /Apartment,,GEOMETRIC_CENTER,H18 RK33,54.2695948,-6.9973462,"https://maps.googleapis.com/maps/api/geocode/json?address=Drumbenagh,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Drumbenagh, Tedavnet, Co. Monaghan, H18 RK33, Ireland",ChIJwS7KowSfYEgRX9pvBBKpzLo,Bellanode,Border,34048,2.5385534448767855
23/01/2014,"6 An Crannog, Kingscourt Road, Carrickmacross",Monaghan,45000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,GEOMETRIC_CENTER,,53.97264089999999,-6.727451400000001,"https://maps.googleapis.com/maps/api/geocode/json?address=6+An+Crannog,+Kingscourt+Road,+Carrickmacross,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Kingscourt Rd, Co. Monaghan, Ireland",ChIJFyc41zyyYEgRavArdx0gHtg,Carrickmacross Rural,Border,34007,0.6416139584471832
28/01/2014,"Aghadreenan, Broomfield, Castleblayney",Monaghan,262000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,,54.07676799999999,-6.714972599999999,"https://maps.googleapis.com/maps/api/geocode/json?address=Aghadreenan,+Broomfield,+Castleblayney,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Aghadreenan, Co. Monaghan, Ireland",ChIJ2aN48Xm6YEgRraDzYo2Es_4,Broomfield,Border,34024,1.3520389550120828
30/01/2014,"Tavanaskea, Drumacrib P O, Castleblayney",Monaghan,30000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,,54.1756186,-6.664877199999999,"https://maps.googleapis.com/maps/api/geocode/json?address=Tavanaskea,+Drumacrib+P+O,+Castleblayney,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Tavanaskea, Co. Monaghan, Ireland",ChIJ-x0fdce-YEgR_SkYMZP_BMc,Mullyash,Border,34033,7.843355322141215
06/02/2014,"Latlurkan, Monaghan",Monaghan,290000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,,54.24446379999999,-6.9537166,"https://maps.googleapis.com/maps/api/geocode/json?address=Latlurkan,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Latlorcan, Co. Monaghan, Ireland",ChIJR0NbBlKfYEgRWZBqELq66MU,Monaghan Rural,Border,34063,0.2503934373754728
13/02/2014,"20 Cloughvalley, Carrickmacross",Monaghan,80000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,A81 EE78,53.97911060000001,-6.7127408,"https://maps.googleapis.com/maps/api/geocode/json?address=20+Cloughvalley,+Carrickmacross,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","20 Cloughvalley, Cloghvally Upper, Carrickmacross, Co. Monaghan, A81 EE78, Ireland",ChIJuUxfsi6yYEgRDDQ2CxXqWb8,Carrickmacross Rural,Border,34007,0.5636836026215947
14/02/2014,"28 Mullach Glas Cresent, Mullamonaghan",Monaghan,103035.24,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ROOFTOP,H18 YK03,54.2509875,-6.976291799999999,"https://maps.googleapis.com/maps/api/geocode/json?address=28+Mullach+Glas+Cresent,+Mullamonaghan,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","28 Mullach Glas Cres, Kilnacloy, Monaghan, H18 YK03, Ireland",ChIJlzOO2kGfYEgRIcj6awrKg08,Monaghan Urban,Border,34004,0.4042512946682851
17/02/2014,"2 Aishling Grove, Castleblayney",Monaghan,80000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,,54.120659,-6.739737400000001,"https://maps.googleapis.com/maps/api/geocode/json?address=2+Aishling+Grove,+Castleblayney,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Moraghy, Castleblayney, Co. Monaghan, Ireland",ChIJYQqi76q7YEgR4Okxl6nHAAo,Castleblayney Urban,Border,34002,0.2702861594145769
18/02/2014,"26 The Meadows, Smithborough, Monaghan",Monaghan,85000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,,54.2213027,-7.0981545,"https://maps.googleapis.com/maps/api/geocode/json?address=26+The+Meadows,+Smithborough,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Mulladuff, Smithborough, Co. Monaghan, Ireland",ChIJv6Wc4IgfXkgRQLIxl6nHAAo,Drumsnat,Border,34056,0.07207574198727366
18/02/2014,"28 Foxfield Magheraboy Rd, Carrickmacross, Monaghan",Monaghan,100000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,A81 A780,53.96728479999999,-6.7239678,"https://maps.googleapis.com/maps/api/geocode/json?address=28+Foxfield+Magheraboy+Rd,+Carrickmacross,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","28 Foxfield, Magheross, Carrickmacross, Co. Monaghan, A81 A780, Ireland",ChIJ7WEXrz6yYEgRlRVT_d5RSoE,Carrickmacross Rural,Border,34007,0.979956061134606
19/02/2014,"2 Millbrook, Monaghan",Monaghan,80000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ROOFTOP,H18 D544,54.24903470000001,-6.9683416,"https://maps.googleapis.com/maps/api/geocode/json?address=2+Millbrook,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","2 Floor, 7 Glaslough St, Roosky, Monaghan, H18 D544, Ireland",ChIJiZYnu3ufYEgRxSzmRnD63ok,Monaghan Urban,Border,34004,0.17167259393914794
20/02/2014,"68 Belgium Park, Monaghan",Monaghan,55000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,H18 Y529,54.2548347,-6.969019800000001,"https://maps.googleapis.com/maps/api/geocode/json?address=68+Belgium+Park,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","68 Belgium Park, Kilnacloy, Monaghan, H18 Y529, Ireland",ChIJceaQX0efYEgRMNLH0IfOX8k,Monaghan Urban,Border,34004,0.13125947936339627
21/02/2014,"13 Lough Lane, Glaslough",Monaghan,116740.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,ROOFTOP,H18 RR64,54.31605179999999,-6.8947059999999984,"https://maps.googleapis.com/maps/api/geocode/json?address=13+Lough+Lane,+Glaslough,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","13 Lough Ln, Glaslough, Co. Monaghan, H18 RR64, Ireland",ChIJkcRYHYWZYEgRmzkdSD9nHTU,Glaslough,Border,34060,4.388641807243668
21/02/2014,"39 Thorndale, Bree",Monaghan,55594.71,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ROOFTOP,A75 FA44,54.11537879999999,-6.747178599999999,"https://maps.googleapis.com/maps/api/geocode/json?address=39+Thorndale,+Bree,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","39 Thorndale, Bree, Castleblayney, Co. Monaghan, A75 FA44, Ireland",ChIJc8ISFQK7YEgRv_qFcKhXvKk,Castleblayney Rural,Border,34027,0.7926799413673706
21/02/2014,"45 Coill Darach, Castleblayney",Monaghan,94053.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ROOFTOP,A75 A095,54.11303059999999,-6.746583099999999,"https://maps.googleapis.com/maps/api/geocode/json?address=45+Coill+Darach,+Castleblayney,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","45 Coill Darach, Bree, Castleblayney, Co. Monaghan, A75 A095, Ireland",ChIJPYNy6_26YEgR6DwqYFPoFkw,Castleblayney Rural,Border,34027,0.92494307531212
21/02/2014,"Foxfield, Carrickmacross, Monaghan",Monaghan,112000.0,No,Second-Hand Dwelling house /Apartment,,GEOMETRIC_CENTER,,53.96781529999999,-6.724065299999999,"https://maps.googleapis.com/maps/api/geocode/json?address=Foxfield,+Carrickmacross,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Foxfield, Co. Monaghan, Ireland",ChIJc89AxT6yYEgRF8v12EsFF44,Carrickmacross Rural,Border,34007,0.9266871351134862
21/02/2014,"Main St, Glaslough, Monaghan",Monaghan,65000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,,54.317278400000006,-6.897116800000001,"https://maps.googleapis.com/maps/api/geocode/json?address=Main+St,+Glaslough,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Glaslough, Co. Monaghan, Ireland",ChIJdR2WUYSZYEgRoHcxl6nHAAo,Glaslough,Border,34060,4.21417845313505
21/02/2014,"Shantonagh, Castleblayney, Monaghan",Monaghan,210000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,,54.04533259999999,-6.8641666999999975,"https://maps.googleapis.com/maps/api/geocode/json?address=Shantonagh,+Castleblayney,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Tullyrain, Shantonagh, Co. Monaghan, Ireland",ChIJY4eQQmqvYEgR75Q90wCvFIw,Bellatrain,Border,34023,3.957115071780918
24/02/2014,"5 Convent View Carrickmacross, Carrickmacross, Monaghan",Monaghan,65000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,A81 F343,53.97412480000001,-6.7142656,"https://maps.googleapis.com/maps/api/geocode/json?address=5+Convent+View+Carrickmacross,+Carrickmacross,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","5 Convent View, Drummond Otra, Carrickmacross, Co. Monaghan, A81 F343, Ireland",ChIJNVpx0y-yYEgR13DL-WBlxQY,Carrickmacross Urban,Border,34001,0.34836269714028584
28/02/2014,"Apt 3, Russel Court, Market Rd",Monaghan,15921.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,H18 V004,54.24630300000001,-6.97364,"https://maps.googleapis.com/maps/api/geocode/json?address=Apt+3,+Russel+Court,+Market+Rd,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","25 Park St, Mullaghmonaghan, Monaghan, H18 V004, Ireland",ChIJWdHUnUSfYEgR1eioWsgcebI,Monaghan Urban,Border,34004,0.1682178929971942
28/02/2014,"Drumary, Newbliss, Monaghan",Monaghan,26000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,,54.1393599,-7.1250604000000015,"https://maps.googleapis.com/maps/api/geocode/json?address=Drumary,+Newbliss,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Drumary, Co. Monaghan, Ireland",ChIJt0FsMaAeXkgRsipTu6fHACY,Drum,Border,34040,7.446073531070898
03/03/2014,"Apt 1 Apt Above The Cosy Bar, Cara St, Clones",Monaghan,40000.0,No,Second-Hand Dwelling house /Apartment,,GEOMETRIC_CENTER,,54.178688,-7.232909500000001,"https://maps.googleapis.com/maps/api/geocode/json?address=Apt+1+Apt+Above+The+Cosy+Bar,+Cara+St,+Clones,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Crossmoyle, Co. Monaghan, Ireland",ChIJjdB74OQZXkgR2kDsvYDz0io,Clones Urban,Border,34003,0.06544253702515833
03/03/2014,"The Cottage, Corcuillogue, Carrickmacross",Monaghan,233000.0,No,Second-Hand Dwelling house /Apartment,,GEOMETRIC_CENTER,,53.977878,-6.719716,"https://maps.googleapis.com/maps/api/geocode/json?address=The+Cottage,+Corcuillogue,+Carrickmacross,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Main St, Drummond Etra, Carrickmacross, Co. Monaghan, Ireland",ChIJo0zwdyWyYEgRIPvTUEswdJY,Carrickmacross Urban,Border,34001,0.2568316584841983
04/03/2014,"2 Russell Court, Broad Rd, Monaghan",Monaghan,50000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,,54.24620609999999,-6.9730731000000015,"https://maps.googleapis.com/maps/api/geocode/json?address=2+Russell+Court,+Broad+Rd,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Apartment 7, Russell Court, Market Rd, Mullaghmonaghan, Monaghan, Ireland",ChIJL3Bj90KfYEgRixwYTEo-td0,Monaghan Urban,Border,34004,0.13223683745432305
04/03/2014,"32 Mullach Glas Crescent, Monaghan",Monaghan,99475.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ROOFTOP,H18 VX57,54.2510049,-6.976651899999999,"https://maps.googleapis.com/maps/api/geocode/json?address=32+Mullach+Glas+Crescent,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","32 Mullach Glas Cres, Kilnacloy, Monaghan, H18 VX57, Ireland",ChIJg5jj2UGfYEgRxAixGupTJU8,Monaghan Urban,Border,34004,0.4253675684946912
04/03/2014,"Kingscourt Road, Carrickmacross",Monaghan,120000.0,No,Second-Hand Dwelling house /Apartment,,GEOMETRIC_CENTER,,53.97264089999999,-6.727451400000001,"https://maps.googleapis.com/maps/api/geocode/json?address=Kingscourt+Road,+Carrickmacross,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Kingscourt Rd, Co. Monaghan, Ireland",ChIJFyc41zyyYEgRavArdx0gHtg,Carrickmacross Rural,Border,34007,0.6416139584471832
04/03/2014,"Latlurcan, Monaghan",Monaghan,75000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,,54.24446379999999,-6.9537166,"https://maps.googleapis.com/maps/api/geocode/json?address=Latlurcan,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Latlorcan, Co. Monaghan, Ireland",ChIJR0NbBlKfYEgRWZBqELq66MU,Monaghan Rural,Border,34063,0.2503934373754728
05/03/2014,"16 Choill Darragh, Castleblaney",Monaghan,63000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,A75 FD40,54.112857,-6.7480774000000014,"https://maps.googleapis.com/maps/api/geocode/json?address=16+Choill+Darragh,+Castleblaney,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","16 Coill Darach, Bree, Castleblayney, Co. Monaghan, A75 FD40, Ireland",ChIJ20jVnv26YEgRaXY6fWdczAI,Castleblayney Rural,Border,34027,1.0082107985748503
06/03/2014,"Lurgans, Carrickmacross, Monaghan",Monaghan,140000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,,53.97795920000001,-6.743425099999999,"https://maps.googleapis.com/maps/api/geocode/json?address=Lurgans,+Carrickmacross,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Lurgans, Co. Monaghan, Ireland",ChIJt-I_cRuyYEgRQjpUu6fHACY,Carrickmacross Rural,Border,34007,1.6167677653807506
10/03/2014,"Cornanure, Broomfield, Castleblayney",Monaghan,141000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,APPROXIMATE,,54.03848439999999,-6.726777900000001,"https://maps.googleapis.com/maps/api/geocode/json?address=Cornanure,+Broomfield,+Castleblayney,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Cornanure, Creevy, Co. Monaghan, Ireland",ChIJf2Sqb1ewYEgRskZUu6fHACY,Crossalare,Border,34009,3.5795115208226234
13/03/2014,"9 Thomas St, Castleblayney, Monaghan",Monaghan,32000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,,54.120659,-6.739737400000001,"https://maps.googleapis.com/maps/api/geocode/json?address=9+Thomas+St,+Castleblayney,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Moraghy, Castleblayney, Co. Monaghan, Ireland",ChIJYQqi76q7YEgR4Okxl6nHAAo,Castleblayney Urban,Border,34002,0.2702861594145769
14/03/2014,"Derryledigan, Scotstown",Monaghan,30000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,,54.27428519999999,-7.144277499999999,"https://maps.googleapis.com/maps/api/geocode/json?address=Derryledigan,+Scotstown,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Derrylea, Co. Monaghan, Ireland",ChIJr5JKoQUhXkgRypZTfV6D1DU,Clones,Border,34052,6.594798566124448
18/03/2014,"Dundalk Road, Castleblayney",Monaghan,140000.0,No,Second-Hand Dwelling house /Apartment,,GEOMETRIC_CENTER,,53.97219129999999,-6.706803999999999,"https://maps.googleapis.com/maps/api/geocode/json?address=Dundalk+Road,+Castleblayney,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Dundalk Rd, Drummond Otra, Co. Monaghan, Ireland",ChIJcx87WjKyYEgRzVyllzlMmiw,Carrickmacross Rural,Border,34007,0.3448751511155006
19/03/2014,"23 O'Neill Street, Carrickmacross",Monaghan,116000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,A81 T651,53.97590959999999,-6.717379400000001,"https://maps.googleapis.com/maps/api/geocode/json?address=23+O'Neill+Street,+Carrickmacross,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","23 O'Neill St, Drummond Etra, Carrickmacross, Co. Monaghan, A81 T651, Ireland",ChIJN6SbhC-yYEgR8Qq35c4w5eo,Carrickmacross Urban,Border,34001,0.10889385649226324
