date_of_sale,address,county,price,vat_exclusive,property_description,property_size,eircode,geocoding_url,longitude,latitude,formatted_address,place_id,accuracy,region,electoral_district_id,electoral_district,bus_distance,train_distance
08/06/2012,"4 Creevaghbawn, Ballymahon",Longford,39647.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,"https://maps.googleapis.com/maps/api/geocode/json?address=4+Creevaghbawn,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.753425900000001,53.5589218,"4 Creevaghbawn, Creevagh More, Co. Longford, Ireland",EiU0IENyZWV2YWdoYmF3biwgQ28uIExvbmdmb3JkLCBJcmVsYW5kIhoSGAoUChIJC9hWMnbLXUgR0HoPJqz-3QQQBA,RANGE_INTERPOLATED,Midland,09004,Ballymahon,0.04510851273572369,17.50353298119287
13/06/2012,"Derrycolumb, Newtowncashel",Longford,90841.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,"https://maps.googleapis.com/maps/api/geocode/json?address=Derrycolumb,+Newtowncashel,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.864860699999999,53.58046650000001,"Derrycolumb, Co. Longford, Ireland",ChIJFbOh3nMzXEgRYaFNUVUQ8VI,APPROXIMATE,Midland,09012,Ledwithstown,5.761328957352062,16.62381917306987
13/06/2012,"Lehery, Lanesboro",Longford,135000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Lehery,+Lanesboro,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.9561133,53.6501387,"Lehery, Co. Longford, Ireland",ChIJp8UCmgAuXEgRUUoiIzA1rV4,APPROXIMATE,Midland,09055,Rathcline,2.7197121595632052,13.385305251242535
19/06/2012,"Ballinahinch, Newtowncashel",Longford,72000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Ballinahinch,+Newtowncashel,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.991586099999999,53.59912320000001,"Ballynahinch, Co. Longford, Ireland",ChIJh0iFHgAxXEgRdru3bYwjhEA,APPROXIMATE,Midland,09006,Cashel West,8.152293019848543,18.971154415767078
20/06/2012,"91 Teffia Park, Longford, Longford",Longford,47500.0,No,Second-Hand Dwelling house /Apartment,,N39 A3Y7,"https://maps.googleapis.com/maps/api/geocode/json?address=91+Teffia+Park,+Longford,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.791846499999999,53.7231402,"Greenilaun, 91 Teffia Park, Dublin Rd, Glack, Longford, N39 A3Y7, Ireland",ChIJXTWYrJjTXUgR5kEjIukSEhs,ROOFTOP,Midland,09001,Longford No. 1 Urban,0.2506286143680094,0.28657823542331673
21/06/2012,"Corrinagh, Moyne",Longford,42500.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Corrinagh,+Moyne,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.666533399999999,53.8641394,"Corrinagh, Co. Longford, Ireland",ChIJVdshSSB4XkgR43i7yU2u0u4,APPROXIMATE,Midland,09040,Ballinamuck East,2.950077520757044,17.71541562072761
27/06/2012,"Aughaboy, Killoe",Longford,40000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Aughaboy,+Killoe,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.723217599999999,53.77365899999999,"Aghaboy, Co. Longford, Ireland",ChIJOV-5z-vWXUgRomJQITivonE,APPROXIMATE,Midland,09037,Aghaboy,0.3546056869435927,7.271911218984849
29/06/2012,"Crieve, Killoe",Longford,195000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Crieve,+Killoe,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.696189500000001,53.75699030000001,"Rhine, Killoe, Co. Longford, Ireland",ChIJMZjBN8rWXUgRYE7fN6nHABg,APPROXIMATE,Midland,09045,Cloonee,1.8925387860052847,7.495686060584535
04/07/2012,"23 Abhainn Glas, Edgeworthstown",Longford,35000.0,No,Second-Hand Dwelling house /Apartment,,N39 XC95,"https://maps.googleapis.com/maps/api/geocode/json?address=23+Abhainn+Glas,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.616002300000001,53.7002692,"23 Abhainn Glas, Keelogenasause, Edgeworthstown, Co. Longford, N39 XC95, Ireland",ChIJYWeWQJ3aXUgRte257bUlzVY,ROOFTOP,Midland,09030,Meathas Truim,0.4544823970701271,1.510935611058052
04/07/2012,"5 Battery Court, Demesne Lane, Longford",Longford,140000.0,No,Second-Hand Dwelling house /Apartment,,N39 R9K7,"https://maps.googleapis.com/maps/api/geocode/json?address=5+Battery+Court,+Demesne+Lane,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.806161799999999,53.7338305,"5 Battery Ct, Demesne, Longford, N39 R9K7, Ireland",ChIJxzdsy3nTXUgR0ZXczLHZFBo,ROOFTOP,Midland,09002,Longford No. 2 Urban,0.6685472414587414,1.2404333416294941
06/07/2012,"4 Elina, The Courtyard, Newtownforbes",Longford,45000.0,No,Second-Hand Dwelling house /Apartment,,N39 K207,"https://maps.googleapis.com/maps/api/geocode/json?address=4+Elina,+The+Courtyard,+Newtownforbes,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.834036200000001,53.7694189,"12 Castle Gardens, Lisbrack, Newtown Forbes, Co. Longford, N39 K207, Ireland",ChIJq6IjB-zUXUgRPhaI8cpPORk,ROOFTOP,Midland,09054,Newtown Forbes,0.2240280890061308,5.5949173540955925
17/07/2012,"Avondale, Drumlish Road, Longford",Longford,100000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Avondale,+Drumlish+Road,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.768414,53.820590300000006,"Drumlish, Co. Longford, Ireland",ChIJp-Y_auLVXUgRwHUxl6nHAAo,APPROXIMATE,Midland,09048,Drumlish,0.0243225376036314,10.850094895388436
18/07/2012,"5 An Draighnean, Ballymahon",Longford,52864.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,N39 EW71,"https://maps.googleapis.com/maps/api/geocode/json?address=5+An+Draighnean,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.775701299999999,53.5694488,"5 An Draighneán, Drinan, Ballymahon, Co. Longford, N39 EW71, Ireland",ChIJyaFcOWLLXUgRXElXyjjx8V4,ROOFTOP,Midland,09004,Ballymahon,0.7721614072465021,17.265092880775946
19/07/2012,"No. 10 St. Alban'S, Battery Road, Longford",Longford,100000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=No.+10+St.+Alban'S,+Battery+Road,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.8023292999999985,53.733871900000004,"Battery Rd, Abbeycartron, Longford, Ireland",ChIJa0awm4LTXUgRpQHHnkbFfD4,GEOMETRIC_CENTER,Midland,09002,Longford No. 2 Urban,0.5758163264533095,1.1308539420519328
23/07/2012,"Bracklyn Road, Edgeworthstown",Longford,49500.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Bracklyn+Road,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.621720300000002,53.70864150000001,"Bracklin Rd, Co. Longford, Ireland",ChIJORThGn_QXUgR84NAyg8KqWE,GEOMETRIC_CENTER,Midland,09030,Meathas Truim,1.2196890243713685,2.5038528429993927
23/07/2012,"Lamagh, Newtownforbes, Longford",Longford,80000.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,,"https://maps.googleapis.com/maps/api/geocode/json?address=Lamagh,+Newtownforbes,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.826091799999999,53.759684299999996,"Lamagh, Co. Longford, Ireland",ChIJNfx1iI3UXUgRAl_HGajHACY,APPROXIMATE,Midland,09043,Caldragh,0.9592011412744621,4.3928598794831535
24/07/2012,"Derryharrow, Melview",Longford,58000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Derryharrow,+Melview,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7760158,53.756195999999996,"Derryharrow, Co. Longford, Ireland",ChIJi_L81hTUXUgRAk8uu6fHACY,APPROXIMATE,Midland,09043,Caldragh,1.5144222578354465,3.7705766140910555
24/07/2012,"Mount Davis, Lanesboro",Longford,26250.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Mount+Davis,+Lanesboro,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.9863962,53.67245459999999,"Lanesborough, Co. Longford, Ireland",ChIJ8UtxWE8uXEgRMOUxl6nHAAo,APPROXIMATE,Midland,09055,Rathcline,0.16049079596300322,13.795863489317751
25/07/2012,"6 An Draighnean, Ballymahon",Longford,52864.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,N39 VX82,"https://maps.googleapis.com/maps/api/geocode/json?address=6+An+Draighnean,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7757901999999985,53.569475,"6 An Draighneán, Drinan, Ballymahon, Co. Longford, N39 VX82, Ireland",ChIJs3n7O2LLXUgR8gHsot_Haj4,ROOFTOP,Midland,09004,Ballymahon,0.7786030481005606,17.26173809587249
30/07/2012,"4 Cairn Hill View, Drumlish",Longford,68458.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,N39 H009,"https://maps.googleapis.com/maps/api/geocode/json?address=4+Cairn+Hill+View,+Drumlish,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7638585,53.82156200000001,"4 Cairn Hill View, Drumlish, Co. Longford, N39 H009, Ireland",ChIJzW-9lAjWXUgRrWIWx7txpc8,ROOFTOP,Midland,09048,Drumlish,0.16221066141347326,11.01006952433354
31/07/2012,"Ballintempan, Longford",Longford,50000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Ballintempan,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.831975000000001,53.6799289,"Ballintempan, Co. Longford, Ireland",ChIJIbNqusjSXUgRXrQxFj-mcyU,APPROXIMATE,Midland,09053,Moydow,1.7073527459310711,5.469325174414238
31/07/2012,"Crott, Moyne",Longford,145000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Crott,+Moyne,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.623479699999999,53.8904346,"Crott, Co. Longford, Ireland",ChIJH_iLAQd3XkgR_PryZlXANqk,APPROXIMATE,Midland,09017,Columbkille,2.2201453175392403,21.66388234388926
02/08/2012,"4 Ard Michael Park, Ballinalee Road",Longford,110485.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,N39 K5X5,"https://maps.googleapis.com/maps/api/geocode/json?address=4+Ard+Michael+Park,+Ballinalee+Road,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7837266000000005,53.7297704,"4 Ard Michael, Ardnacassagh, Longford, N39 K5X5, Ireland",ChIJs3ig3JDTXUgRuXPgpk48cAM,ROOFTOP,Midland,09051,Longford Rural,0.4888693223367221,1.0001887811695649
03/08/2012,"Esker, Ballinalee",Longford,45000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Esker,+Ballinalee,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.6550914999999975,53.77507239999999,"School Land, Ballinalee, Co. Longford, Ireland",ChIJoW3WQELXXUgR0HUxl6nHAAo,APPROXIMATE,Midland,09014,Ballinalee,0.18535042502387888,10.169221285131332
13/08/2012,"2 Ard Na Ri, Ardnacassa, Longford",Longford,75000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=2+Ard+Na+Ri,+Ardnacassa,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7836341000000004,53.726716700000004,"Árd Na Rí, Ardnacassagh, Longford, Ireland",ChIJ2c1_EpfTXUgRg5VrnP80adw,ROOFTOP,Midland,09051,Longford Rural,0.21070842245558136,0.8482346207093248
13/08/2012,"No 1 Castle Glen, Newtownforbes",Longford,200000.0,No,Second-Hand Dwelling house /Apartment,,N39 HY61,"https://maps.googleapis.com/maps/api/geocode/json?address=No+1+Castle+Glen,+Newtownforbes,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.839974199999999,53.76414920000001,"1 Castle Glen, Townparks, Newtown Forbes, Co. Longford, N39 HY61, Ireland",ChIJnWKOpurUXUgRcIsexSORLc8,ROOFTOP,Midland,09043,Caldragh,0.4265606925823629,5.279849419559776
20/08/2012,"Ballagh, Newtowncashel",Longford,66750.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Ballagh,+Newtowncashel,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.937952900000001,53.58751700000001,"Ballyrevagh, Newtowncashel, Co. Longford, Ireland",ChIJ88bpMGExXEgR8Zq6GajHACY,APPROXIMATE,Midland,09006,Cashel West,9.004428659823914,17.857290115900234
21/08/2012,"31 Creevaghbui, Creevaghbeg, Ballymahon",Longford,55000.0,Yes,New Dwelling house /Apartment,less than 38 sq metres,N39 YC98,"https://maps.googleapis.com/maps/api/geocode/json?address=31+Creevaghbui,+Creevaghbeg,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7535336,53.55752639999999,"31 Creevaghbuí, Creevagh Beg, Ballymahon, Co. Longford, N39 YC98, Ireland",ChIJtygCFXbLXUgRiAvq3sfGXAA,ROOFTOP,Midland,09004,Ballymahon,0.184837650333076,17.635900527549108
23/08/2012,"28 Dun Darrach, Dublin Road, Longford",Longford,90000.0,No,Second-Hand Dwelling house /Apartment,,N39 X5C6,"https://maps.googleapis.com/maps/api/geocode/json?address=28+Dun+Darrach,+Dublin+Road,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.776792799999999,53.72496500000001,"28 Dún Darrach, Dublin Rd, Knockahaw, Longford, N39 X5C6, Ireland",ChIJjTJb6JXTXUgRCnrhEsDq-PY,ROOFTOP,Midland,09051,Longford Rural,0.5308646692984768,1.2541822069675783
23/08/2012,"Ardagh, Drumlish",Longford,400000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Ardagh,+Drumlish,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.694090000000001,53.66715,"Lyanmore, Ardagh Village, Co. Longford, Ireland",ChIJqwE_ON7RXUgRqTCLWkDv6-g,APPROXIMATE,Midland,09038,Ardagh East,0.018313809248066804,6.432367142538858
28/08/2012,"21 Corncrake Meadows, Abbeyshrule",Longford,122500.0,No,Second-Hand Dwelling house /Apartment,,N39 AE06,"https://maps.googleapis.com/maps/api/geocode/json?address=21+Corncrake+Meadows,+Abbeyshrule,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.655182499999999,53.5838703,"21 Corncrake Meadow, Drumanure, Abbeyshrule, Co. Longford, N39 AE06, Ireland",ChIJIc1sJdLOXUgRHZ7YZnx1sqU,ROOFTOP,Midland,09003,Agharra,1.9118951475549781,12.155046776442951
29/08/2012,"13 Midara Gardens, Old Dublin Road, Longford",Longford,93750.0,No,Second-Hand Dwelling house /Apartment,,N39 W2D8,"https://maps.googleapis.com/maps/api/geocode/json?address=13+Midara+Gardens,+Old+Dublin+Road,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7839512000000015,53.7257449,"13 Midara Gardens, Ardnacassagh, Longford, N39 W2D8, Ireland",ChIJ9XK-npfTXUgRlgw_rRBtb0g,ROOFTOP,Midland,09051,Longford Rural,0.14043511279000725,0.7987090040359294
03/09/2012,"Castlebrock, Ballinalee",Longford,106000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Castlebrock,+Ballinalee,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.623609499999999,53.74054930000001,"Castlebrock, The Village, Co. Longford, Ireland",ChIJSeRjAAnaXUgRDr54eQbgLlg,APPROXIMATE,Midland,09023,Drummeel,4.490359882863975,5.895852502023818
05/09/2012,"Carrowmanagh, Kilashee",Longford,145000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Carrowmanagh,+Kilashee,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.8432141,53.67310699999999,"Carrowmanagh, Churchlands, Co. Longford, Ireland",ChIJN4ksILXSXUgRsg5Ru6fHACY,APPROXIMATE,Midland,09053,Moydow,2.3306086651708893,6.4830174735030255
05/09/2012,"Knockahaw, Dublin Road, Longford",Longford,92000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Knockahaw,+Dublin+Road,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.774150099999999,53.723086,"Dublin Road, Longford, Ireland",ChIJ3xaJpb_TXUgRcLTpN6nHABg,APPROXIMATE,Midland,09051,Longford Rural,0.6063016056321475,1.4308004982686442
06/09/2012,"54 The Corrib, Gleann Riada, Longford",Longford,35000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=54+The+Corrib,+Gleann+Riada,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.8151560999999985,53.7219557,"Gleann Riada, Longford, Ireland",Eh9HbGVhbm4gUmlhZGEsIExvbmdmb3JkLCBJcmVsYW5kIi4qLAoUChIJt0A7Sm3TXUgRjQ7Jn9Xg9v4SFAoSCYfDwrmb011IEXBzMZepxwAK,GEOMETRIC_CENTER,Midland,09051,Longford Rural,1.1312447333292026,1.2814682389570495
11/09/2012,"4 Wolfe Tone Court, Edgeworthstown",Longford,24000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=4+Wolfe+Tone+Court,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.608877799999999,53.6976503,"Wolfe Tone Court, Edgeworthstown, Co. Longford, Ireland",ChIJCd-Z8pvaXUgRgeHrzxWSf-k,ROOFTOP,Midland,09030,Meathas Truim,0.17006249990218844,1.0366697733057442
11/09/2012,"7 Marian Avenue, Edgeworthstown",Longford,80000.0,No,Second-Hand Dwelling house /Apartment,,N39 PY09,"https://maps.googleapis.com/maps/api/geocode/json?address=7+Marian+Avenue,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.6103675000000015,53.6980324,"7 Marian Ave, Edgeworthstown, Co. Longford, N39 PY09, Ireland",ChIJsQdFcZzaXUgRrRTj277HcRY,ROOFTOP,Midland,09030,Meathas Truim,0.1473013948845059,1.1131813299220168
11/09/2012,"8 Goldsmith Terrace, Ballymahon",Longford,30000.0,No,Second-Hand Dwelling house /Apartment,,N39 XT66,"https://maps.googleapis.com/maps/api/geocode/json?address=8+Goldsmith+Terrace,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.760409700000001,53.55908589999999,"8 Goldsmith Terrace, Creevagh Beg, Ballymahon, Co. Longford, N39 XT66, Ireland",ChIJ9Wrz0HDLXUgRoGNYP52w9G8,ROOFTOP,Midland,09004,Ballymahon,0.2582140416677081,17.75301192858829
11/09/2012,"Cloncoose, Ballinalee Rd, Longford",Longford,102500.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Cloncoose,+Ballinalee+Rd,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7849935000000015,53.730463199999996,"Ballinalee Rd, Longford, Ireland",EiBCYWxsaW5hbGVlIFJkLCBMb25nZm9yZCwgSXJlbGFuZCIuKiwKFAoSCS0Vxuye011IEdN-pBj8dH7XEhQKEgmHw8K5m9NdSBFwczGXqccACg,GEOMETRIC_CENTER,Midland,09051,Longford Rural,0.5429321885479134,0.9855435393556254
11/09/2012,"Longfield, Edgeworthstown",Longford,155000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Longfield,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.608492999999997,53.69568620000001,"Edgeworthstown, Co. Longford, Ireland",ChIJmXt2WZ3aXUgRMHYxl6nHAAo,APPROXIMATE,Midland,09030,Meathas Truim,0.2002153209590292,0.8245604757351226
12/09/2012,"58 College Park, Longford",Longford,80000.0,No,Second-Hand Dwelling house /Apartment,,N39 F3F2,"https://maps.googleapis.com/maps/api/geocode/json?address=58+College+Park,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.790118799999999,53.73135720000001,"Drumgrania, 58 College Park, Templemichael Glebe, Longford, N39 F3F2, Ireland",ChIJ8yxd-ZrTXUgRdXX4UFSbu0c,ROOFTOP,Midland,09051,Longford Rural,0.6579070144779247,0.8622673885204414
13/09/2012,"Killashee, Longford",Longford,60000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Killashee,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.8793228000000015,53.6812889,"Aghnaskea, Killashee, Co. Longford, Ireland",ChIJa05bwRYtXEgREO8xl6nHAAo,APPROXIMATE,Midland,09049,Killashee,0.0729405959396014,7.275421575605785
17/09/2012,"22  Creevaghbui, Creevaghbeg, Ballymahon",Longford,48458.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,N39 P767,"https://maps.googleapis.com/maps/api/geocode/json?address=22+Creevaghbui,+Creevaghbeg,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.752453900000001,53.5576292,"22 Creevaghbuí, Creevagh Beg, Ballymahon, Co. Longford, N39 P767, Ireland",ChIJ4QbQGHbLXUgRheAXcomByz0,ROOFTOP,Midland,09004,Ballymahon,0.16976675118872445,17.586543351323026
18/09/2012,"Sleehaun House, Legan, Edgeworthstown",Longford,125000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Sleehaun+House,+Legan,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.6365409999999985,53.643161600000006,"Sleehaun House, Sleehaun, Legan, Co. Longford, Ireland",ChIJKYd7Ib_PXUgR3WUPuxZ5ouI,ROOFTOP,Midland,09009,Foxhall,1.2475277952579589,5.5197286225821625
19/09/2012,"19 Creevaghbui, Creevaghbeg, Ballymahon",Longford,55066.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,N39 CH59,"https://maps.googleapis.com/maps/api/geocode/json?address=19+Creevaghbui,+Creevaghbeg,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.752111299999997,53.55766559999999,"19 Creevaghbuí, Creevagh Beg, Ballymahon, Co. Longford, N39 CH59, Ireland",ChIJGwe7H3bLXUgRKCxeLWhWUZ4,ROOFTOP,Midland,09004,Ballymahon,0.1707891161788849,17.570565524080898
19/09/2012,"9 Lamagh, Newtownforbes",Longford,125550.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,N39 T928,"https://maps.googleapis.com/maps/api/geocode/json?address=9+Lamagh,+Newtownforbes,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.8332675000000025,53.76380169999999,"9, Lamagh, Newtown Forbes, Co. Longford, N39 T928, Ireland",ChIJocTqVOvUXUgRsrSlb0HWTU8,ROOFTOP,Midland,09043,Caldragh,0.3276098399277203,5.018573565102527
20/09/2012,"Abhainn Glas, Edgeworthstown",Longford,120000.0,No,New Dwelling house /Apartment,less than 38 sq metres,,"https://maps.googleapis.com/maps/api/geocode/json?address=Abhainn+Glas,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.61715,53.69994999999999,"Abhainn Glas, Co. Longford, Ireland",ChIJ6ce0Zp3aXUgRf2gqOSLxp6U,GEOMETRIC_CENTER,Midland,09030,Meathas Truim,0.4763457868117844,1.5248951882880448
20/09/2012,"Kilmoyle, Killoe",Longford,22000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Kilmoyle,+Killoe,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.6972299999999985,53.734594799999996,"Kilmoyle, Co. Longford, Ireland",ChIJmXzCdyPRXUgRTe3-6cakucE,APPROXIMATE,Midland,09045,Cloonee,1.5409627351934538,6.588771068823224
24/09/2012,"41 Cluain Na Sidhe, Killashee",Longford,67500.0,No,Second-Hand Dwelling house /Apartment,,N39 X208,"https://maps.googleapis.com/maps/api/geocode/json?address=41+Cluain+Na+Sidhe,+Killashee,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.8804542,53.6781324,"41 Cluain Na Sibhe, Killashee, Co. Longford, N39 X208, Ireland",ChIJl_JEBRQtXEgRDfFsuQZ9zCM,ROOFTOP,Midland,09049,Killashee,0.37714653272289306,7.565646058459658
26/09/2012,"Ballyrevagh, Newtowncashel",Longford,154000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Ballyrevagh,+Newtowncashel,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.937952900000001,53.58751700000001,"Ballyrevagh, Newtowncashel, Co. Longford, Ireland",ChIJ88bpMGExXEgR8Zq6GajHACY,APPROXIMATE,Midland,09006,Cashel West,9.004428659823914,17.857290115900234
