date_of_sale,address,county,price,vat_exclusive,property_description,property_size,place_id,geocoding_url,latitude,longitude,formatted_address,eircode,accuracy,region,electoral_district_id,electoral_district,public_transport_distance,train_distance
07/05/2014,"54 Radharc An Mhuilinn, Rathwire, Killucan",Westmeath,110000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ChIJkwEA9cCSXUgR57TaPZP5qGs,"https://maps.googleapis.com/maps/api/geocode/json?address=54+Radharc+An+Mhuilinn,+Rathwire,+Killucan,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.505482900000004,-7.1333930999999975,"54 Radharc An Mhuilinn, Rathwire, Killucan, Co. Westmeath, N91 HK82, Ireland",N91 HK82,ROOFTOP,Midland,13082,Killucan,0.563117042366551,14.169796074730392
07/05/2014,"Corbeg, Ballinahown, Athlone",Westmeath,176000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ1Y-OC4xNXEgRYCXpN6nHABg,"https://maps.googleapis.com/maps/api/geocode/json?address=Corbeg,+Ballinahown,+Athlone,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.31270079999999,-7.8218023999999975,"Corbeg, Corr Hill, Co. Offaly, Ireland",,APPROXIMATE,Midland,12011,Doon,4.441506784755113,14.72688816684575
07/05/2014,"Cummerstown, Collinstown",Westmeath,40000.0,No,Second-Hand Dwelling house /Apartment,,ChIJd9rK07HvXUgRkn3HGajHACY,"https://maps.googleapis.com/maps/api/geocode/json?address=Cummerstown,+Collinstown,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.6623156,-7.1750026999999985,"Cummerstown, Co. Westmeath, Ireland",,APPROXIMATE,Midland,13043,Fore East,2.9646022712832427,19.154528257613602
08/05/2014,"27 Mount Prospect Apt, Mullingar, Westmeath",Westmeath,106000.0,No,Second-Hand Dwelling house /Apartment,,ChIJb1pfGx3AXUgRJ-bKLoDhwIQ,"https://maps.googleapis.com/maps/api/geocode/json?address=27+Mount+Prospect+Apt,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.5245872,-7.3408799,"27 Mount St, Commons, Mullingar, Co. Westmeath, N91 TH64, Ireland",N91 TH64,ROOFTOP,Midland,13091,Mullingar South Urban,0.14482203776746802,0.36427876594157815
09/05/2014,"4 Water St Castlepollard, Castlepollard, Westmeath",Westmeath,116000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ9ZfDkJnoXUgR6IoQO_GRV4I,"https://maps.googleapis.com/maps/api/geocode/json?address=4+Water+St+Castlepollard,+Castlepollard,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.6799615,-7.298845599999999,"Castlepollard, Castlepollard, Townparks, Co. Westmeath, Ireland",,GEOMETRIC_CENTER,Midland,13050,Kinturk,0.048813089927328,17.72030827637685
09/05/2014,"42 Clonmore Heights, Mullingar",Westmeath,70000.0,No,Second-Hand Dwelling house /Apartment,,ChIJGSA0AQ_AXUgRqws60m3s048,"https://maps.googleapis.com/maps/api/geocode/json?address=42+Clonmore+Heights,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.51886210000001,-7.353774199999997,"42 Clonmore Heights, Mullingar, Co. Westmeath, N91 X5D4, Ireland",N91 X5D4,ROOFTOP,Midland,13091,Mullingar South Urban,0.6735829627769201,0.6697563383885203
09/05/2014,"Bellview, Raharney, Westmeath",Westmeath,50000.0,No,Second-Hand Dwelling house /Apartment,,ChIJhRam-FKNXUgRMCAyl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=Bellview,+Raharney,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.5241052,-7.0960893999999985,"Raharney Little, Raharney, Co. Westmeath, Ireland",,APPROXIMATE,Midland,13096,Raharney,0.034251478828014326,16.50375744943015
11/05/2014,"12 Beech Grove, Mullingar, Westmeath",Westmeath,160000.0,No,Second-Hand Dwelling house /Apartment,,ChIJp28DsqTqXUgRzjgroT1gVsM,"https://maps.googleapis.com/maps/api/geocode/json?address=12+Beech+Grove,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.5282762,-7.3250324,"12 Beech Grove, Bellview, Mullingar, Co. Westmeath, N91 R2C4, Ireland",N91 R2C4,ROOFTOP,Midland,13090,Mullingar North Urban,0.4260800562885444,1.4883141030768618
12/05/2014,"130 Meadowbrook, Athlone",Westmeath,11500.0,No,Second-Hand Dwelling house /Apartment,,ChIJI6FxrGlJXEgRCPGlF4qUNxY,"https://maps.googleapis.com/maps/api/geocode/json?address=130+Meadowbrook,+Athlone,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.412882700000004,-7.902904799999999,"130 Meadowbrook, Kilmacuagh (Mechum), Athlone, Co. Westmeath, N37 C8K7, Ireland",N37 C8K7,ROOFTOP,Midland,13003,Athlone East Rural,0.14301654574680084,2.6270814823075734
12/05/2014,"247 Greenpark Meadows, Mullingar",Westmeath,133500.0,No,Second-Hand Dwelling house /Apartment,,ChIJL7jDKm7AXUgRGQoHt2pHUBk,"https://maps.googleapis.com/maps/api/geocode/json?address=247+Greenpark+Meadows,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.5205478,-7.3761753,"247 Greenpark Meadows, Grange South, Mullingar, Co. Westmeath, N91 WT41, Ireland",N91 WT41,ROOFTOP,Midland,13089,Mullingar Rural,1.4237262016122767,1.9938141605127548
13/05/2014,"23 Valley Court, Athlone, Westmeath",Westmeath,100000.0,No,Second-Hand Dwelling house /Apartment,,ChIJP4Mc5WxJXEgRq3hhkDRc5NM,"https://maps.googleapis.com/maps/api/geocode/json?address=23+Valley+Court,+Athlone,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.41753989999999,-7.9122648999999985,"23 Valley Ct, Dublin Rd, Bunnavally, Athlone, Co. Westmeath, N37 H0X9, Ireland",N37 H0X9,ROOFTOP,Midland,13003,Athlone East Rural,0.10763688481229873,1.822762833633432
14/05/2014,"11 Ardbrae Park, Athlone",Westmeath,46500.0,No,Second-Hand Dwelling house /Apartment,,ChIJFWQSpvdIXEgRvcW1U8RX2vM,"https://maps.googleapis.com/maps/api/geocode/json?address=11+Ardbrae+Park,+Athlone,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.425812,-7.963320499999999,"11 Ardbrae Park, Bogganfin, Athlone, Co. Westmeath, N37 W2Y4, Ireland",N37 W2Y4,ROOFTOP,Midland,13002,Athlone West Urban,0.17958500774378008,1.8169568746293148
14/05/2014,"128 Meadowbrook   Willow Park, Athlone East",Westmeath,11000.0,No,Second-Hand Dwelling house /Apartment,,ChIJOfYZq2lJXEgRAfLvdzPNRYY,"https://maps.googleapis.com/maps/api/geocode/json?address=128+Meadowbrook+Willow+Park,+Athlone+East,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.413052799999996,-7.9027932,"128 Meadowbrook, Kilmacuagh (Mechum), Athlone, Co. Westmeath, N37 XP30, Ireland",N37 XP30,ROOFTOP,Midland,13003,Athlone East Rural,0.13881367450146515,2.6223269654027788
15/05/2014,"27 Riverside Lawn, Kinnegad",Westmeath,70000.0,No,Second-Hand Dwelling house /Apartment,,ChIJFfXLAwySXUgRT4P5-xkIFmM,"https://maps.googleapis.com/maps/api/geocode/json?address=27+Riverside+Lawn,+Kinnegad,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.45603209999999,-7.0975065000000015,"27 Riverside Lawns, Kinnegad, Co. Westmeath, N91 Y436, Ireland",N91 Y436,ROOFTOP,Midland,13083,Kinnegad,0.2405773277188792,18.01588939338059
15/05/2014,"33 The Moorings, Ballymahon Road, Athlone",Westmeath,58000.0,No,Second-Hand Dwelling house /Apartment,,EjAzMyBUaGUgTW9vcmluZ3MsIEF0aGxvbmUsIENvLiBXZXN0bWVhdGgsIElyZWxhbmQiGhIYChQKEgn9Im5GCElcSBF4LuyIDhvJrxAh,"https://maps.googleapis.com/maps/api/geocode/json?address=33+The+Moorings,+Ballymahon+Road,+Athlone,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.4287892,-7.9301432,"33 The Moorings, Warrens Fields, Athlone, Co. Westmeath, Ireland",,RANGE_INTERPOLATED,Midland,13001,Athlone East Urban,0.21530181502670848,0.4050875885337069
16/05/2014,"16 Grange Park, Mullingar",Westmeath,44000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ0c1BuhHAXUgRBlmSXXUhz3I,"https://maps.googleapis.com/maps/api/geocode/json?address=16+Grange+Park,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.523450600000004,-7.3564531,"16 Grange Park, Mullingar, Co. Westmeath, N91 H6D3, Ireland",N91 H6D3,ROOFTOP,Midland,13090,Mullingar North Urban,0.511155313078529,0.6729760180598249
16/05/2014,"17 Ginnell Tce, Mullingar, Westmeath",Westmeath,57000.0,No,Second-Hand Dwelling house /Apartment,,ChIJxR4IjqPqXUgRGTRceifZS5I,"https://maps.googleapis.com/maps/api/geocode/json?address=17+Ginnell+Tce,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.5293813,-7.329565100000001,"17 Ginnell Terrace, Bellview, Mullingar, Co. Westmeath, N91 A2F9, Ireland",N91 A2F9,ROOFTOP,Midland,13090,Mullingar North Urban,0.40280523559084863,1.2801046227573682
16/05/2014,"56 Greenpark Meadows, Mullingar",Westmeath,128500.0,No,Second-Hand Dwelling house /Apartment,,ChIJv2lWwHrAXUgRQ8WoHs4ESWs,"https://maps.googleapis.com/maps/api/geocode/json?address=56+Greenpark+Meadows,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.51891429999999,-7.3814239000000015,"56 Greenpark Meadows, Grange South, Mullingar, Co. Westmeath, N91 F5X0, Ireland",N91 F5X0,ROOFTOP,Midland,13089,Mullingar Rural,1.602985231112871,2.3661770395373454
19/05/2014,"221 Dalton Park, Mullingar, Westmeath",Westmeath,26000.0,No,Second-Hand Dwelling house /Apartment,,ChIJk-0NIqPqXUgRHyZz4Nbu2wM,"https://maps.googleapis.com/maps/api/geocode/json?address=221+Dalton+Park,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.53121789999999,-7.3270525,"221 Dalton Park, Springfield, Mullingar, Co. Westmeath, N91 WV0H, Ireland",N91 WV0H,ROOFTOP,Midland,13089,Mullingar Rural,0.6350171435038248,1.532879703482093
20/05/2014,"5 Court Devenish, Athlone",Westmeath,63000.0,No,Second-Hand Dwelling house /Apartment,,ChIJyzPdWQFJXEgR8afoNxfI_i4,"https://maps.googleapis.com/maps/api/geocode/json?address=5+Court+Devenish,+Athlone,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.4246446,-7.9396143,"5 Court Devenish, Athlone, Co. Westmeath, N37 CD82, Ireland",N37 CD82,ROOFTOP,Midland,13001,Athlone East Urban,0.05587190609377081,0.3484831759171074
21/05/2014,"Apt 79 Silver Quay, Athlone",Westmeath,50000.0,No,Second-Hand Dwelling house /Apartment,,ChIJB8r4dgFJXEgRhldDVnqPujY,"https://maps.googleapis.com/maps/api/geocode/json?address=Apt+79+Silver+Quay,+Athlone,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.42510060000001,-7.942176299999999,"Apartment 73, Silverquay, Northgate St, Athlone, Co. Westmeath, Ireland",,ROOFTOP,Midland,13001,Athlone East Urban,0.10937514593509204,0.4615956074073318
21/05/2014,"Apt 83 Silver Quay, Athlone",Westmeath,50000.0,No,Second-Hand Dwelling house /Apartment,,ChIJB8r4dgFJXEgRhldDVnqPujY,"https://maps.googleapis.com/maps/api/geocode/json?address=Apt+83+Silver+Quay,+Athlone,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.42510060000001,-7.942176299999999,"Apartment 73, Silverquay, Northgate St, Athlone, Co. Westmeath, Ireland",,ROOFTOP,Midland,13001,Athlone East Urban,0.10937514593509204,0.4615956074073318
21/05/2014,"Dublin Road, Tyrrellspass, Westmeath",Westmeath,55000.0,No,Second-Hand Dwelling house /Apartment,,ChIJQbk-5US8XUgRkIYxl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=Dublin+Road,+Tyrrellspass,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.3889615,-7.3773447,"Ballykilmore, Tyrrellspass, Co. Westmeath, Ireland",,APPROXIMATE,Midland,13065,Clonfad,0.17058970178351596,15.003315574509196
22/05/2014,"2 Walnut Lane, Kilbeggan, Westmeath",Westmeath,78500.0,No,Second-Hand Dwelling house /Apartment,,ChIJBfEOa4u6XUgRB11DZsTeWxw,"https://maps.googleapis.com/maps/api/geocode/json?address=2+Walnut+Lane,+Kilbeggan,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.36733639999999,-7.498501600000001,"Walnut Lane, Kilbeggan, Co. Westmeath, Ireland",,ROOFTOP,Midland,13079,Kilbeggan,0.08924646547808487,20.00979041688292
22/05/2014,"226 Greenpark Meadows, Mullingar, Westmeath",Westmeath,127000.0,No,Second-Hand Dwelling house /Apartment,,ChIJV98J03HAXUgR8cvvX5UMQDw,"https://maps.googleapis.com/maps/api/geocode/json?address=226+Greenpark+Meadows,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.520000399999994,-7.3758967,"226 Greenpark Meadows, Grange South, Mullingar, Co. Westmeath, N91 W8N1, Ireland",N91 W8N1,ROOFTOP,Midland,13089,Mullingar Rural,1.4864834480910063,1.9848631630045719
22/05/2014,"29  Killucan Manor Lawn, Rathwire, Killucan",Westmeath,90950.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ChIJ4-SPCcGSXUgR7CpKjCi4I5E,"https://maps.googleapis.com/maps/api/geocode/json?address=29+Killucan+Manor+Lawn,+Rathwire,+Killucan,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.5052691,-7.136220699999999,"29 Killucan Manor Lawn, Rathwire, Killucan, Co. Westmeath, N91 TY45, Ireland",N91 TY45,ROOFTOP,Midland,13082,Killucan,0.42991437099705176,13.987838372948833
22/05/2014,"34 Corran Rieda, Monksland, Tuam Road",Westmeath,100000.0,No,Second-Hand Dwelling house /Apartment,,ChIJsTCVgrOWW0gRtgXiAvc1cPU,"https://maps.googleapis.com/maps/api/geocode/json?address=34+Corran+Rieda,+Monksland,+Tuam+Road,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.2931252,-9.0179216,"Tuam Rd, Co. Galway, Ireland",,GEOMETRIC_CENTER,West,26002,Ballybrit,70.90136744663243,73.34621827846246
22/05/2014,"Lime Hill, Ardnagrath, Walderstown",Westmeath,250000.0,No,Second-Hand Dwelling house /Apartment,,ChIJOxvkMbFKXEgRuJ2L6LaDdBo,"https://maps.googleapis.com/maps/api/geocode/json?address=Lime+Hill,+Ardnagrath,+Walderstown,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.4670409,-7.7940612000000025,"Pishanagh, Walderstown, Co. Westmeath, Ireland",,APPROXIMATE,Midland,13018,Ardnagragh,0.3622372641459778,10.367993869051784
22/05/2014,"The Paddock, Newcastle, Tyrrellspass",Westmeath,406000.0,No,Second-Hand Dwelling house /Apartment,,ChIJQbk-5US8XUgRkIYxl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=The+Paddock,+Newcastle,+Tyrrellspass,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.3889615,-7.3773447,"Ballykilmore, Tyrrellspass, Co. Westmeath, Ireland",,APPROXIMATE,Midland,13065,Clonfad,0.17058970178351596,15.003315574509196
23/05/2014,"4 Millmount Tce, Mullingar, Westmeath",Westmeath,104000.0,No,Second-Hand Dwelling house /Apartment,,ChIJbxcgianqXUgRf_GtqGh99rs,"https://maps.googleapis.com/maps/api/geocode/json?address=4+Millmount+Tce,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.51788269999999,-7.3334535,"4 Millmount, Ballinderry, Mullingar, Co. Westmeath, N91 P3X8, Ireland",N91 P3X8,ROOFTOP,Midland,13091,Mullingar South Urban,0.6651121004920603,0.9628592186617722
23/05/2014,"4 Woodfille Road, Cornamaddy, Athlone",Westmeath,178500.0,No,Second-Hand Dwelling house /Apartment,,ChIJWSYsW4JJXEgRn9RcypH0Xvo,"https://maps.googleapis.com/maps/api/geocode/json?address=4+Woodfille+Road,+Cornamaddy,+Athlone,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.43426770000001,-7.900672599999999,"4 Woodville Rd, Woodville Grange, Athlone, Co. Westmeath, N37 YX26, Ireland",N37 YX26,ROOFTOP,Midland,13014,Moydrum,0.03982565453601325,2.4354002088659485
23/05/2014,"Keenogue, Moyvore, Mullingar",Westmeath,35000.0,No,Second-Hand Dwelling house /Apartment,,ChIJvccWqnA3Z0gRlUk-kg-vzPo,"https://maps.googleapis.com/maps/api/geocode/json?address=Keenogue,+Moyvore,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.75033000000001,-6.4116899000000025,"Balgatheran, Keenogue, Co. Louth, Ireland",,APPROXIMATE,Border,10041,St. Peter's,40.82907043987503,66.58515691702952
25/05/2014,"25 Glenmore Wood, Mullingar",Westmeath,154200.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,ChIJx9WjJ7DqXUgRbbLTFWVnD-Q,"https://maps.googleapis.com/maps/api/geocode/json?address=25+Glenmore+Wood,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.521805900000004,-7.322728999999999,"25 Glenmore Wood, Dublin Rd, Bellview, Mullingar, Co. Westmeath, N91 TDP2, Ireland",N91 TDP2,ROOFTOP,Midland,13091,Mullingar South Urban,0.4754391552219038,1.5198817771521709
26/05/2014,"14 Grange Crescent, Mullingar, Westmeath",Westmeath,19000.0,No,Second-Hand Dwelling house /Apartment,,ChIJVYatXxLAXUgR_p_hU0gHEEc,"https://maps.googleapis.com/maps/api/geocode/json?address=14+Grange+Crescent,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.52278399999999,-7.362253,"14 Grange Cres, Mullingar, Co. Westmeath, N91 X2T5, Ireland",N91 X2T5,ROOFTOP,Midland,13090,Mullingar North Urban,0.7897444243292291,1.0547966247669207
26/05/2014,"40 Abbeybrook Garden, Kilbeggan, Westmeath",Westmeath,55000.0,No,Second-Hand Dwelling house /Apartment,,ChIJd9gCfYy6XUgRRgNat8gHkR8,"https://maps.googleapis.com/maps/api/geocode/json?address=40+Abbeybrook+Garden,+Kilbeggan,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.3654954,-7.4997034,"40 Abbeybrook Garden, Kilbeggan, Co. Westmeath, N91 AH34, Ireland",N91 AH34,ROOFTOP,Midland,13079,Kilbeggan,0.3089970729424333,20.22685194533504
26/05/2014,"Eagle Glen  Newtown, Ballinderry  Mullingar, Ballinderry, Mullingar",Westmeath,140000.0,No,Second-Hand Dwelling house /Apartment,,ChIJNfoITqvqXUgRGppVWb5WIa8,"https://maps.googleapis.com/maps/api/geocode/json?address=Eagle+Glen+Newtown,+Ballinderry+Mullingar,+Ballinderry,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.51232659999999,-7.327992900000001,"Eagle Glen, Ballinderry Rd, Boardstown, Mullingar, Co. Westmeath, Ireland",,ROOFTOP,Midland,13089,Mullingar Rural,1.0304876375744636,1.6324947725440515
26/05/2014,"Main St, Tyrrellspass, Westmeath",Westmeath,150000.0,No,Second-Hand Dwelling house /Apartment,,ChIJPYU9GFu8XUgRODcwI55IwQ0,"https://maps.googleapis.com/maps/api/geocode/json?address=Main+St,+Tyrrellspass,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.388532,-7.377328899999997,"Main St, Ballykilmore, Tyrrellspass, Co. Westmeath, Ireland",,GEOMETRIC_CENTER,Midland,13055,Ballykilmore,0.13041189030990016,15.050478979563543
27/05/2014,"50 Hillside Dr, Mullingar, Westmeath",Westmeath,115000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ0QB6yAHAXUgRyxOqTeGy70U,"https://maps.googleapis.com/maps/api/geocode/json?address=50+Hillside+Dr,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.5153626,-7.3368771,"50 Hillside Dr, Ballinderry, Mullingar, Co. Westmeath, N91 R3P9, Ireland",N91 R3P9,ROOFTOP,Midland,13091,Mullingar South Urban,0.382098499193469,0.9893026923696028
28/05/2014,"18 Glenmore Wood, Dublin Road, Mullingar",Westmeath,154140.96,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ChIJK_htPbDqXUgRTyj0tjzL-PI,"https://maps.googleapis.com/maps/api/geocode/json?address=18+Glenmore+Wood,+Dublin+Road,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.5223191,-7.321971199999999,"18 Glenmore Wood, Dublin Rd, Bellview, Mullingar, Co. Westmeath, N91 XHK7, Ireland",N91 XHK7,ROOFTOP,Midland,13091,Mullingar South Urban,0.399716616867978,1.5671908982441023
28/05/2014,"56 Blyry, The Orchard, Athlone",Westmeath,100000.0,No,Second-Hand Dwelling house /Apartment,,Eiw1NiBCbHlyeSBDdCwgQXRobG9uZSwgQ28uIFdlc3RtZWF0aCwgSXJlbGFuZCIaEhgKFAoSCSH_YL1-SVxIEV4F2cgl2Z4AEDg,"https://maps.googleapis.com/maps/api/geocode/json?address=56+Blyry,+The+Orchard,+Athlone,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.428410899999996,-7.893564299999999,"56 Blyry Ct, Blyry Lower, Athlone, Co. Westmeath, Ireland",,RANGE_INTERPOLATED,Midland,13014,Moydrum,0.5709038579807607,2.763573791497845
28/05/2014,"84 Radharc An Mhuilinn, Rathwire, Lower Killucan",Westmeath,76000.0,No,Second-Hand Dwelling house /Apartment,,ChIJTb1nk8CSXUgRNFiIR9oz8yw,"https://maps.googleapis.com/maps/api/geocode/json?address=84+Radharc+An+Mhuilinn,+Rathwire,+Lower+Killucan,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.5063054,-7.1332635999999985,"84 Radharc An Mhuilinn, Rathwire, Killucan, Co. Westmeath, N91 PX06, Ireland",N91 PX06,ROOFTOP,Midland,13082,Killucan,0.5305585070866319,14.166062107720707
28/05/2014,"Woodleigh, Ballinderry, Mullingar",Westmeath,110000.0,No,Second-Hand Dwelling house /Apartment,,ChIJk7hHdQHAXUgRs-d1xpWI6sA,"https://maps.googleapis.com/maps/api/geocode/json?address=Woodleigh,+Ballinderry,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.51591360000001,-7.3394600999999975,"Ballinderry, Mullingar, Co. Westmeath, Ireland",,GEOMETRIC_CENTER,Midland,13089,Mullingar Rural,0.21690003845677566,0.8448234683647564
29/05/2014,"20 St Asicus Villas, Athlone, Westmeath",Westmeath,77000.0,No,Second-Hand Dwelling house /Apartment,,ChIJO-AI-v5IXEgROkJXlnnrh74,"https://maps.googleapis.com/maps/api/geocode/json?address=20+St+Asicus+Villas,+Athlone,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.425734999999996,-7.9503754,"20 St Asicus Villas, Ranelagh, Athlone, Co. Westmeath, N37 N268, Ireland",N37 N268,ROOFTOP,Midland,13002,Athlone West Urban,0.18343167846371355,0.9644429601695108
29/05/2014,"96 An Plasin, Cois Na Habhainn Station Rd, Moate",Westmeath,70000.0,No,Second-Hand Dwelling house /Apartment,,EkRTdGF0aW9uIFJvYWQgJiBDb2lzIE5hIGhBYmhhaW5uLCBDYXJ0cm9ua2VlbCwgQ28uIFdlc3RtZWF0aCwgSXJlbGFuZCJmImQKFAoSCQ8BXelis11IEZDliSWsSst6EhQKEgkPAV3pYrNdSBGQ5YklrErLehoUChIJ4zDMH2OzXUgRetOiHMQXgYwaFAoSCU__Cyt9s11IEewB1d6fu3WRIgoNBgPUHxWrfWX7,"https://maps.googleapis.com/maps/api/geocode/json?address=96+An+Plasin,+Cois+Na+Habhainn+Station+Rd,+Moate,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.39881020000001,-7.7234773,"Station Road & Cois Na hAbhainn, Cartronkeel, Co. Westmeath, Ireland",,GEOMETRIC_CENTER,Midland,13012,Moate,0.4638661059876851,14.373601310289288
29/05/2014,"Apt 15 Abbeylands, Longford Rd, Mullingar",Westmeath,32500.0,No,Second-Hand Dwelling house /Apartment,,EjAxNSBBYmJleWxhbmRzLCBNdWxsaW5nYXIsIENvLiBXZXN0bWVhdGgsIElyZWxhbmQiGhIYChQKEgmdIXmGGMBdSBHNerYPeB4v1hAP,"https://maps.googleapis.com/maps/api/geocode/json?address=Apt+15+Abbeylands,+Longford+Rd,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.5322414,-7.349994899999999,"15 Abbeylands, Commons, Mullingar, Co. Westmeath, Ireland",,RANGE_INTERPOLATED,Midland,13090,Mullingar North Urban,0.096486064032851,1.0537390324476823
