Stop number,Name without locality,Locality,Locality number,Code,Name,NaPTAN stop class,NaPTANId,Easting,Northing
11413,Mooretown,Navan,E0831022,->SE,Mooretown,BCT,8310B1324202,691225,766715
11414,Ardcath,County Meath,E0831075,->NE,Ardcath,BCT,8310B1325703,706320,763193
11415,Donovan's,Clonard,E0831049,->E,Clonard Donovan's,BCT,8310B1326002,665072,745014
11415,Donovan's,Clonard,E0831049,->W,Clonard Donovan's,BCT,8310B1326001,665056,744998
11415,Donovan's,Clonard,E0831049,1,Main Street,BCT,831000042,665074,745013
11416,Ardcath Bennett's,County Meath,E0831075,->NE,Ardcath Bennett's,BCT,8310B1325701,706320,763193
11416,Ardcath Bennett's,County Meath,E0831075,->SE,Ardcath Bennett's,BCT,8310B1325702,706347,763179
11417,Ardboyne Hotel,Navan,E0831022,->NW,Ardboyne Hotel,BCT,8310B1325601,687896,766596
11418,Ardboyne Hotel,Navan,E0831022,->SE,Ardboyne Hotel,BCT,8310B1325602,687884,766626
11419,Owenahincha Cross,Ross Carbery,E0838053,->E1,Owenahincha Cross,BCT,8380B2538002,530187,535984
11419,Owenahincha Cross,Ross Carbery,E0838053,->E2,Owenahincha Cross,BCT,8380B2538001,530184,535991
11420,Tavanaghmore,Foxford,E0849095,->S,Tavanaghmore,BCT,8490B552602,521947,806924
11421,Finnerty's X,Ballina (Mayo),E0849013,->S1,Finnerty's X,BCT,8490B5554701,523681,816425
11421,Finnerty's X,Ballina (Mayo),E0849013,->S2,Finnerty's X,BCT,8490B552702,523691,816426
11421,Finnerty's X,Ballina (Mayo),E0849013,->S3,Finnerty's X,BCT,8490B552701,523681,816425
11421,Finnerty's X,Ballina (Mayo),E0849013,->S4,Finnerty's X,BCT,8490B5554702,523691,816426
11421,Finnerty's X,Ballina (Mayo),E0849013,->S5,Finnerty's X,BCT,8490B5524702,523691,816426
11422,Blacksod,Blacksod,E0849064,->NW1,Blacksod,BCT,8490B5529203,464609,819093
11422,Blacksod,Blacksod,E0849064,->NW2,Blacksod,BCT,8490B5529201,464604,819092
11423,Frenchill X,Ballyhean,E0849039,->N1,Frenchill X,BCT,8490B5525902,513818,781405
11423,Frenchill X,Ballyhean,E0849039,->N2,Frenchill X,BCT,8490B5525901,513826,781404
11424,Maloneys X,Balla,E0849011,->SW1,Maloneys X,BCT,8490B552501,527552,784933
11424,Maloneys X,Balla,E0849011,->SW2,Maloneys X,BCT,8490B552502,527551,784937
11425,Faughnan's,Knockmore,E0849094,->SE,Faughnan's,BCT,8490B5525102,525558,808686
11426,River X,Keel (Mayo),E0849060,->N,River X,BCT,8490B5530002,465861,805214
11426,River X,Keel (Mayo),E0849060,->E,River X,BCT,8490B5530001,465828,805275
11427,Carrowbeg Po,Carrowbeg,E0849111,->E,Carrowbeg Po,BCT,8490B5530101,492785,796328
11427,Carrowbeg Po,Carrowbeg,E0849111,->W,Carrowbeg Po,BCT,8490B5530102,492785,796323
11428,Dooniver,Inishbiggle,E0849062,->E1,Dooniver,BCT,8490B5530201,470872,806847
11428,Dooniver,Inishbiggle,E0849062,->E2,Dooniver,BCT,8490B5530202,470867,806850
11429,Blacksod,Blacksod,E0849064,->NW1,Blacksod,BCT,8490B5529204,464408,819415
11429,Blacksod,Blacksod,E0849064,->NW2,Blacksod,BCT,8490B5529202,464407,819417
11430,Islandeady Cross,Castlebar,E0849135,->NE,Islandeady Cross,BCT,8490B5529901,511607,787771
11431,Cloonkeen,County Mayo,E0849141,->E,Cloonkeen,BCT,8490B5516202,510684,786554
11432,Clydagh Bridge,Ross West,E0849105,->S,Clydagh Bridge Mayo,BCT,8490B5516501,519392,799682
11433,Clydagh Bridge,Turlough (Mayo),E0849035,->NE,Clydagh Bridge Mayo,BCT,8490B5516502,517151,794408
11434,Corroy Post Office,Corroy (Mayo),E0849008,->N,Corroy Post Office,BCT,8490B5517702,523000,813496
11435,Clogher School,Ballyglass,E0849042,->S,Clogher School,BCT,8490B5515201,518654,778523
11435,Clogher School,Ballyglass,E0849042,->N,Clogher School,BCT,8490B5515202,518653,778525
11436,Carnacon,Ballyglass,E0849042,->S,Carnacon,BCT,8490B5510602,519642,778230
11436,Carnacon,Ballyglass,E0849042,->N,Carnacon,BCT,8490B5510601,519641,778229
11437,Carrentrilla,Corroy (Mayo),E0849008,->S,Carrentrilla,BCT,8490B5511302,524491,813462
11438,Cuslough,County Mayo,E0849141,->S,Cuslough,BCT,8490B5520102,496779,772429
11439,Drummin X,Ballyhean,E0849039,->E,Drummin X,BCT,8490B5522802,514535,781831
11440,Derryvohey Po,Derryvohy,E0849089,->SW,Derryvohey Po,BCT,8490B552401,529480,785786
11440,Derryvohey Po,Derryvohy,E0849089,->NE,Derryvohey Po,BCT,8490B552402,529477,785789
11441,Cuslough,County Mayo,E0849141,->N,Cuslough,BCT,8490B5520101,496147,768772
11442,Creagh Gate,Ballinrobe,E0849022,->NW,Creagh Gate,BCT,8490B5518302,518204,765637
11443,Cunnagher X,Ross West,E0849105,->NE,Cunnagher X,BCT,8490B5519202,519154,799306
11443,Cunnagher X,Ross West,E0849105,->SW,Cunnagher X,BCT,8490B5519201,519157,799303
11444,Tonragee,Tonregee (Mayo),E0849063,->W1,Tonragee,BCT,8490B5530601,477691,801815
11444,Tonragee,Tonregee (Mayo),E0849063,->W2,Tonragee,BCT,8490B5519601,477691,801815
11445,Lurga X,Lurga,E0849075,->SW1,Lurga X,BCT,8490B5531701,548007,796423
11445,Lurga X,Lurga,E0849075,->SW2,Lurga X,BCT,8490B5531702,548008,796424
11446,Sinolane X,Kilkelly,E0849014,->S1,Sinolane X,BCT,8490B5531802,547262,793310
11446,Sinolane X,Kilkelly,E0849014,->S2,Sinolane X,BCT,8490B5533301,547272,793310
11446,Sinolane X,Kilkelly,E0849014,->S3,Sinolane X,BCT,8490B5531801,547272,793310
11447,Killeans House,Corroy (Mayo),E0849008,->S,Killeans House,BCT,8490B5531601,523011,813497
11448,Kilmeena X,Carraholly,E0849112,->SE,Kilmeena X,BCT,8490B5531302,498045,787740
11448,Kilmeena X,Carraholly,E0849112,->W,Kilmeena X,BCT,8490B5531301,498041,787736
11449,Killashee Cross,Achill Sound,E0849058,->NW,Killashee Cross,BCT,8490B5531401,470603,799470
11450,Killawalla,Killavally,E0849007,->NW,Killawalla,BCT,8490B5531502,510371,778664
11450,Killawalla,Killavally,E0849007,->SE,Killawalla,BCT,8490B5531501,510374,778671
11452,Derrinalecka Cross,Kiltamagh,E0849020,->NW,Derrinalecka Cross,BCT,8490B5532201,536738,787843
11452,Derrinalecka Cross,Kiltamagh,E0849020,->SE,Derrinalecka Cross,BCT,8490B5532202,536742,787845
11453,Oxford Cross,Kiltamagh,E0849020,->SE,Oxford Cross,BCT,8490B5532302,532678,787973
11453,Oxford Cross,Kiltamagh,E0849020,->NE,Oxford Cross,BCT,8490B5532301,532680,787969
11454,Doogary School,Kilkelly,E0849014,->NW,Doogary School,BCT,8490B5531902,543478,788773
11454,Doogary School,Kilkelly,E0849014,->S,Doogary School,BCT,8490B5531901,543484,788773
11455,Shanvalara Church,Knock (Mayo),E0849021,->SW,Shanvalara Church,BCT,8490B5532001,539887,783834
11455,Shanvalara Church,Knock (Mayo),E0849021,->NE,Shanvalara Church,BCT,8490B5532002,539873,783843
11456,Curroy Po,Corroy (Mayo),E0849008,->N1,Curroy Po,BCT,8490B5530602,523002,813495
11456,Curroy Po,Corroy (Mayo),E0849008,->N2,Curroy Po,BCT,8490B5553102,523002,813495
11456,Curroy Po,Corroy (Mayo),E0849008,->N3,Curroy Po,BCT,8490B5553101,523002,813495
11457,Belfarsad,Tonregee (Mayo),E0849063,->SW,Belfarsad,BCT,8490B5530702,475432,797346
11457,Belfarsad,Tonregee (Mayo),E0849063,->NE,Belfarsad,BCT,8490B5530701,475421,797349
11458,Knock Airport,Lurga,E0849075,->W1,Knock Airport,BCT,8490B5530801,546623,796361
11458,Knock Airport,Lurga,E0849075,->W2,Knock Airport,BCT,8490B5530802,546623,796361
11458,Knock Airport,Lurga,E0849075,YYY$1,Knock Airport,TXR,8490TR000191,546692,796325
11458,Knock Airport,Lurga,E0849075,YYY$2,Knock Airport,TXR,8490TR000192,546672,796377
11459,Dooega Po,Dooega,E0849003,->SE,Dooega Po,BCT,8490B5530301,467159,799080
11460,Barrett's X,Westport,E0849037,->SE1,Barrett's X,BCT,8490B5535402,499744,784990
11460,Barrett's X,Westport,E0849037,->SE2,Barrett's X,BCT,8490B5534401,499739,784988
11460,Barrett's X,Westport,E0849037,->SE3,Barrett's X,BCT,8490B5535401,499739,784988
11460,Barrett's X,Westport,E0849037,->SE4,Barrett's X,BCT,8490B5530402,499744,784990
11461,Saula X,Achill Sound,E0849058,->NW,Saula X,BCT,8490B5530501,471312,800785
11462,Burrishoole Bridge,Newport,E0849027,->NW1,Burrishoole Bridge,BCT,8490B5531102,496704,795880
11462,Burrishoole Bridge,Newport,E0849027,->NW2,Burrishoole Bridge,BCT,8490B5531101,496703,795880
11463,Carriguan X,Newport,E0849027,->S1,Carriguan X,BCT,8490B5531201,498292,791389
11463,Carriguan X,Newport,E0849027,->S2,Carriguan X,BCT,8490B5531202,498292,791389
11464,Kilkelly,Kilkelly,E0849014,->SW,Kilkelly,BCT,8490B5531001,544127,791391
11464,Kilkelly,Kilkelly,E0849014,->NE,Kilkelly,BCT,8490B5531002,544127,791411
11465,Rosturk,Mallaranny,E0849108,->W1,Rosturk,BCT,8490B5530902,486112,796485
11465,Rosturk,Mallaranny,E0849108,->W2,Rosturk,BCT,8490B5530901,486112,796485
11466,Johnstone Cross,Ballyhaunis,E0849038,->SE,Johnstone Cross,BCT,8490B5301002,550496,778466
11466,Johnstone Cross,Ballyhaunis,E0849038,->S,Johnstone Cross,BCT,8490B5301001,550499,778474
11467,Dooagh,Dooagh,E0849059,->E1,Dooagh,BCT,8490B5302401,460663,804903
11467,Dooagh,Dooagh,E0849059,->W1,Dooagh,BCT,8490B5302402,460661,804898
11467,Dooagh,Dooagh,E0849059,->E2,Dooagh,BCT,8490B5302403,460665,804904
11467,Dooagh,Dooagh,E0849059,->W2,Dooagh,BCT,8490B5302404,460661,804900
11469,Doon X,Sheean,E0849107,->E,Doon X,BCT,8490B3379602,504206,784975
11469,Doon X,Sheean,E0849107,->S,Doon X,BCT,8490B3379601,504209,784969
11470,Westport Depot,Westport,E0849037,->SW1,Westport Depot,BCT,8490B41201,497624,784086
11470,Westport Depot,Westport,E0849037,->SW2,Westport Depot,BCT,8490B41202,497622,784091
11471,Dugort,Doogort,E0849061,->SW1,Dugort,BCT,8490B5302701,467655,808843
11471,Dugort,Doogort,E0849061,->SW2,Dugort,BCT,8490B5302702,467655,808833
11472,Cloughbrack,Cloghbrack (Mayo),E0849102,->NE,Cloughbrack,BCT,8490B5316401,511268,806863
11473,Cong,Cong,E0849140,->S,Cong,BCT,8470B5316904,514718,755485
11473,Cong,Cong,E0849140,->SE,Cong,BCT,8490B5316902,514761,755324
11473,Cong,Cong,E0849140,->W,Cong,BCT,8470B5316903,514602,755512
11473,Cong,Cong,E0849140,->E,Cong,BCT,8470B5316901,514630,755304
11474,Corraghys X,Ballyhaunis,E0849038,->SE,Corraghys X,BCT,8490B5317502,550406,778897
11474,Corraghys X,Ballyhaunis,E0849038,->NW,Corraghys X,BCT,8490B5317501,550377,778918
11475,Keel,Keel (Mayo),E0849060,->W1,Keel,BCT,8490B5302502,463555,804989
11475,Keel,Keel (Mayo),E0849060,->W2,Keel,BCT,8490B5302501,463554,804986
11476,Bohey,Farnaght (Leitrim),E0848015,->SE,Bohey,BCT,8480B5710401,613599,787793
11476,Bohey,Farnaght (Leitrim),E0848015,->NW,Bohey,BCT,8480B5710402,613581,787777
11477,Glenfarne,Glenfarne,E0848007,->NW,Glenfarne,BCT,8480B6310301,599714,837461
11477,Glenfarne,Glenfarne,E0848007,->SE,Glenfarne,BCT,8480B6310302,599717,837465
11478,Manorhamilton,Manorhamilton,E0848010,->NE,Manorhamilton,BCT,8480B6310402,588517,839608
11478,Manorhamilton,Manorhamilton,E0848010,->SW,Manorhamilton,BCT,8480B6310401,588521,839605
11479,Mohill,Mohill,E0848011,->E,Mohill,BCT,8480B5710202,608833,796950
11479,Mohill,Mohill,E0848011,->W,Mohill,BCT,8480B5710201,608841,796937
11480,Gortletteragh,Mohill,E0848011,->E,Gortletteragh,BCT,8480B5710301,610978,795954
11480,Gortletteragh,Mohill,E0848011,->W,Gortletteragh,BCT,8480B5710302,610976,795947
11481,Ross Cross Mayo,Killala (Mayo),E0849015,->N,Ross Cross Mayo,BCT,8490B1368501,520030,830968
11481,Ross Cross Mayo,Killala (Mayo),E0849015,->S,Ross Cross Mayo,BCT,8490B1368502,520036,830970
11482,Mornington Tower Cross,Partry,E0849049,->S,Mornington Tower Cross,BCT,8490B1503501,515726,774232
11483,The Forge Mayo,Shrule,E0849029,->SE,The Forge Mayo,BCT,8490B2541301,526975,755416
11484,Lacken Cross Mayo,Rathlacken,E0849073,->NW1,Lacken Cross Mayo,BCT,8490B1311201,516205,831787
11484,Lacken Cross Mayo,Rathlacken,E0849073,->NW2,Lacken Cross Mayo,BCT,8490B1311202,516214,831793
11485,Newtowngore,Newtown Gore,E0848046,->NW1,Newtowngore,BCT,8480B6375901,621222,810501
11485,Newtowngore,Newtown Gore,E0848046,->NW2,Newtowngore,BCT,8480B6375902,621227,810505
11486,Ballyhean,Ballyhean,E0849039,->S,Ballyhean,BCT,8490B5505202,513731,782327
11486,Ballyhean,Ballyhean,E0849039,->N,Ballyhean,BCT,8490B5505201,513723,782328
11487,Ballyhean Cross,Ballyhean,E0849039,->SE,Ballyhean Cross,BCT,8490B5505301,513427,783268
11488,Ballymartin X,Kilmaine,E0849016,->E,Ballymartin X,BCT,8490B5505901,523135,760658
11489,Ballyvary,Bellavary,E0849128,->W,Ballyvary,BCT,8490B5506501,524313,794661
11489,Ballyvary,Bellavary,E0849128,->E,Ballyvary,BCT,8490B5506502,524350,794677
11490,Ballintubber Post Office,Ballintober (Mayo),E0849051,->S,Ballintubber Post Office,BCT,8490B5503901,514483,776903
11490,Ballintubber Post Office,Ballintober (Mayo),E0849051,->N,Ballintubber Post Office,BCT,8490B5503902,514475,776902
11491,Ballyglass,Ballyglass,E0849042,->N,Ballyglass,BCT,8490B5504801,522463,777782
11492,Ballyglass (The Old Ground Pub),Ballyglass,E0849042,->NW,Ballyglass,BCT,8490B5504802,523291,776916
11493,Brownstown Bridge,Ballyglass,E0849042,->N,Brownstown Bridge,BCT,8490B5508501,520753,770539
11494,Ball Alley Near Mulrany,Mallaranny,E0849108,->W1,Ball Alley Near Mulrany,BCT,8490B5510102,487513,796081
11494,Ball Alley Near Mulrany,Mallaranny,E0849108,->W2,Ball Alley Near Mulrany,BCT,8490B5510101,487512,796082
11495,Banagher Mayo,Rathlacken,E0849073,->SW,Banagher Mayo,BCT,8490B5510201,517914,834652
11496,Bohola X,Ummoon (Mayo),E0849096,->NE1,Bohola X,BCT,8490B5508101,527467,799094
11496,Bohola X,Ummoon (Mayo),E0849096,->NE2,Bohola X,BCT,8490B5508102,527466,799094
11497,Belcarra,Ballycarra,E0849087,->SE1,Belcarra,BCT,8490B5507502,519877,784268
11497,Belcarra,Ballycarra,E0849087,->SE2,Belcarra,BCT,8490B5507501,519889,784287
11498,Foxford Bridge,Foxford,E0849095,->NW,Foxford Bridge,BCT,8490B5500201,526807,804143
11498,Foxford Bridge,Foxford,E0849095,->SE,Foxford Bridge,BCT,8490B5500202,526810,804154
11499,Glencorrib,Cross (Mayo),E0849053,->NW,Glencorrib,BCT,8490B5326902,521995,752111
11499,Glencorrib,Cross (Mayo),E0849053,->SE,Glencorrib,BCT,8490B5326901,522002,752116
11500,Hollymount Mayo,Hollymount,E0849009,->N,Hollymount Mayo,BCT,8490B5329302,526124,768418
11500,Hollymount Mayo,Hollymount,E0849009,->S,Hollymount Mayo,BCT,8490B5329301,526136,768419
11501,Castlemacgarrett,Claremorris,E0849137,->W,Castlemacgarrett,BCT,8490B5320302,535288,772935
11501,Castlemacgarrett,Claremorris,E0849137,->SE,Castlemacgarrett,BCT,8490B5320301,535297,772939
11502,Cross,Cross (Mayo),E0849053,->W1,Cross,BCT,8490B5318902,519299,755260
11502,Cross,Cross (Mayo),E0849053,->W2,Cross,BCT,8490B5318901,519299,755247
11503,Thornhill,Leckanvy,E0849109,->W,Thornhill,BCT,8490B5410001,489010,782543
11503,Thornhill,Leckanvy,E0849109,->E,Thornhill,BCT,8490B5410002,489003,782577
11504,The Quay,Westport,E0849037,->NE,The Quay,BCT,8490B5420002,497671,784171
11504,The Quay,Westport,E0849037,->SW,The Quay,BCT,8490B5420001,497672,784170
11505,Moytura Cross,Cross (Mayo),E0849053,->E,Moytura Cross,BCT,8490B5340702,517710,755149
11505,Moytura Cross,Cross (Mayo),E0849053,->W,Moytura Cross,BCT,8490B5340701,517534,755150
11506,Ross Post Office Mayo,Ross West,E0849105,->N,Ross Post Office Mayo,BCT,8490B5346002,518182,797045
11506,Ross Post Office Mayo,Ross West,E0849105,->S,Ross Post Office Mayo,BCT,8490B5346001,518207,797041
11507,Straide,Strade,E0849033,->W,Straide,BCT,8490B5549801,525470,796935
11507,Straide,Strade,E0849033,->S,Straide,BCT,8490B5549802,525476,796935
11508,Straide Post Office,Strade,E0849033,->S,Straide Post Office,BCT,8490B5549901,525480,796937
11508,Straide Post Office,Strade,E0849033,->W,Straide Post Office,BCT,8490B5549902,525471,796937
11509,Ballycastle,Ballycastle,E0849028,->W1,Ballycastle,BCT,8490B5549602,510800,837586
11509,Ballycastle,Ballycastle,E0849028,->W2,Ballycastle,BCT,8490B5549601,510800,837578
11510,Leam,Binghamstown,E0849068,->N1,Leam,BCT,8490B5548802,464746,826252
11510,Leam,Binghamstown,E0849068,->N2,Leam,BCT,8490B5584902,464746,826252
11510,Leam,Binghamstown,E0849068,->S1,Leam,BCT,8490B5548801,464760,826248
11510,Leam,Binghamstown,E0849068,->S2,Leam,BCT,8490B5584901,464760,826248
11510,Leam,Binghamstown,E0849068,->S3,Leam,BCT,8490B558801,464760,826248
11511,Killala,Killala (Mayo),E0849015,->N1,Killala,BCT,8490B5549501,520441,829902
11511,Killala,Killala (Mayo),E0849015,->N2,Killala,BCT,8490B5549502,520448,829901
11512,Ballina Bus Station,Ballina (Mayo),E0849013,->N1,Ballina Bus Station,BCT,8490B5550502,524132,818608
11512,Ballina Bus Station,Ballina (Mayo),E0849013,->N2,Ballina Bus Station,BCT,8490B5550503,524134,818595
11512,Ballina Bus Station,Ballina (Mayo),E0849013,->N3,Ballina Bus Station,BCT,8490B5550504,524132,818608
11512,Ballina Bus Station,Ballina (Mayo),E0849013,->N4,Ballina Bus Station,BCT,8490B5550501,524134,818595
11512,Ballina Bus Station,Ballina (Mayo),E0849013,YYY$1,Ballina,BCS,8490BE500073,524152,818614
11512,Ballina Bus Station,Ballina (Mayo),E0849013,YYY$2,Ballina,BCS,8490BE500074,524152,818628
11512,Ballina Bus Station,Ballina (Mayo),E0849013,YYY$3,Ballina,BCS,8490BE500075,524152,818621
11512,Ballina Bus Station,Ballina (Mayo),E0849013,YYY$4,Ballina,BCS,8490BE500072,524149,818608
11512,Ballina Bus Station,Ballina (Mayo),E0849013,YYY$5,Ballina,BCE,8490BE600018,524162,818601
11512,Ballina Bus Station,Ballina (Mayo),E0849013,YYY$6,Ballina,BCS,8490BE500070,524145,818592
11512,Ballina Bus Station,Ballina (Mayo),E0849013,YYY$7,Ballina,BCS,8490BE500071,524147,818601
11513,The Arch,Islandeady,E0849010,->W,The Arch,BCT,8490B5550701,507009,785725
11514,Carrowowniskey X,Carrownisky,E0849056,->NE1,Carrowowniskey X,BCT,8490B5550102,479401,778771
11514,Carrowowniskey X,Carrownisky,E0849056,->NE2,Carrowowniskey X,BCT,8490B5550101,479400,778770
11515,Murrisk,Murrisk,E0849113,->E,Murrisk,BCT,8490B5550201,492056,782350
11515,Murrisk,Murrisk,E0849113,->W,Murrisk,BCT,8490B5550202,492054,782340
11516,Glencastle,Bunnahowen,E0849067,->NW1,Glencastle,BCT,8490B5548202,474054,830391
11516,Glencastle,Bunnahowen,E0849067,->NW2,Glencastle,BCT,8490B5548201,474054,830393
11516,Glencastle,Bunnahowen,E0849067,->NW3,Glencastle,BCT,8490B554601,474054,830393
11516,Glencastle,Bunnahowen,E0849067,->NW4,Glencastle,BCT,8490B554602,474054,830391
11517,Bohola,Bohola,E0849130,->NE1,Bohola,BCT,8490B5546801,530881,795306
11517,Bohola,Bohola,E0849130,->NE2,Bohola,BCT,8490B5546802,531013,795342
11518,Parke Po,Park,E0849086,->W1,Parke Po,BCT,8490B5545901,520199,795488
11518,Parke Po,Park,E0849086,->W2,Parke Po,BCT,8490B555901,520199,795488
11518,Parke Po,Park,E0849086,->W3,Parke Po,BCT,8490B5545902,520201,795488
11519,Terrybaun Factory,County Mayo,E0849141,->W1,Terrybaun Factory,BCT,8490B5545701,518437,804867
11519,Terrybaun Factory,County Mayo,E0849141,->W2,Terrybaun Factory,BCT,8490B5545702,518437,804869
11520,Caurane Old Ns,County Mayo,E0849141,->S,Caurane Old Ns,BCT,8490B5545802,521559,800746
11520,Caurane Old Ns,County Mayo,E0849141,->N,Caurane Old Ns,BCT,8490B5545801,521559,800747
11521,Shrule Black River Inn,Shrule,E0849029,->NW1,Shrule Black River Inn,BCT,8490B5548402,527902,752752
11521,Shrule Black River Inn,Shrule,E0849029,->NW2,Shrule Black River Inn,BCT,8490B5548401,527936,752697
11522,Binghamstown,Binghamstown,E0849068,->S1,Binghamstown,BCT,8490B5584601,467184,830337
11522,Binghamstown,Binghamstown,E0849068,->N,Binghamstown,BCT,8490B5548602,467176,830341
11522,Binghamstown,Binghamstown,E0849068,->S2,Binghamstown,BCT,8490B5548601,467184,830337
11523,Sheehaun X,Sheean,E0849107,->W,Sheehaun X,BCT,8490B5548301,502843,784748
11523,Sheehaun X,Sheean,E0849107,->E,Sheehaun X,BCT,8490B5548302,502844,784758
11524,Geesla,Gweesalia,E0849066,->S1,Geesla,BCT,8490B5548002,476043,820573
11524,Geesla,Gweesalia,E0849066,->S2,Geesla,BCT,8490B558402,476043,820573
11525,Westport Mill Street,Westport,E0849037,->W1,Westport Mill Street,BCT,8490B5557101,499874,784317
11525,Westport Mill Street,Westport,E0849037,->W2,Westport Mill Street,BCT,8490B5557103,499852,784314
11525,Westport Mill Street,Westport,E0849037,->W3,Westport Mill Street,BCT,8490B5557104,499852,784314
11525,Westport Mill Street,Westport,E0849037,->W4,Westport Mill Street,BCT,8490B5557102,499876,784316
11526,Westport Road (Hospital),Castlebar,E0849135,->SW,Castlebar Stephen Garvey Way,BCT,8490B5557201,514300,790109
11527,Charlestown Rooney's,Charlestown (Mayo),E0849077,->W1,Charlestown Rooney's,BCT,8490B5553901,547833,801908
11527,Charlestown Rooney's,Charlestown (Mayo),E0849077,->W2,Charlestown Rooney's,BCT,8490B5553902,547839,801912
11528,Castlebar Heaton's,Castlebar,E0849135,->NW,Castlebar Heaton's,BCT,8490B5556002,514262,790173
11529,Killeen Church,Carrownisky,E0849056,->W,Killeen Church,BCT,8490B5557801,478724,777794
11529,Killeen Church,Carrownisky,E0849056,->E,Killeen Church,BCT,8490B5557802,478725,777796
11530,Balla,Balla,E0849011,->S1,Balla,BCT,8490B5558901,525533,784499
11530,Balla,Balla,E0849011,->S2,Balla,BCT,8490B5558902,525533,784499
11531,Castlebar Stephen Garvey Way,Castlebar,E0849135,->NE,Castlebar Stephen Garvey Way,BCT,8490B5557203,514501,790350
11531,Castlebar Stephen Garvey Way,Castlebar,E0849135,->NW,Castlebar Stephen Garvey Way,BCT,8490B5557202,514501,790362
11532,Ballyhaunis,Ballyhaunis,E0849038,->SE,Ballyhaunis,BCT,8490B5557302,549508,779600
11532,Ballyhaunis,Ballyhaunis,E0849038,->NW,Ballyhaunis,BCT,8490B5557301,549514,779586
11533,Dooniver,Keel (Mayo),E0849060,->N,Dooniver,BCT,8490B5553002,465861,805214
11533,Dooniver,Keel (Mayo),E0849060,->E,Dooniver,BCT,8490B5553001,465828,805275
11534,Turlough,Turlough (Mayo),E0849035,->E,Turlough,BCT,8490B5552602,520157,793028
11535,Tooreen Road,Ballinrobe,E0849022,->NW,Tooreen Road,BCT,8490B5551902,516702,767538
11536,Farragh Cross,Kincon,E0849121,->N1,Farragh Cross,BCT,8490B5552002,511812,828506
11536,Farragh Cross,Kincon,E0849121,->N2,Farragh Cross,BCT,8490B5552001,511809,828506
11537,Turlough #1,Turlough (Mayo),E0849035,->W,Turlough,BCT,8490B5552601,520007,793340
11538,Claremorris Dalton Street,Claremorris,E0849137,->N,Claremorris Dalton Street,BCT,8490B5553702,534097,774996
11538,Claremorris Dalton Street,Claremorris,E0849137,->S,Claremorris Dalton Street,BCT,8490B5553701,534087,774946
11539,Knock St Anne's,Knock (Mayo),E0849021,->N,Knock St Anne's,BCT,8490B5553801,539487,783273
11539,Knock St Anne's,Knock (Mayo),E0849021,->E,Knock St Anne's,BCT,8490B5553802,539587,783201
11540,Moygownagh Chapel,Rathnamagh,E0849122,->S1,Moygownagh Chapel,BCT,8490B5553502,511409,823052
11540,Moygownagh Chapel,Rathnamagh,E0849122,->S2,Moygownagh Chapel,BCT,8490B5553501,511411,823051
11541,Rooskey School,Knock (Mayo),E0849021,->SE1,Rooskey School,BCT,8490B5535202,537517,786780
11541,Rooskey School,Knock (Mayo),E0849021,->NW1,Rooskey School,BCT,8490B5535201,537507,786781
11541,Rooskey School,Knock (Mayo),E0849021,->SE2,Rooskey School,BCT,8490B5553202,537517,786780
11541,Rooskey School,Knock (Mayo),E0849021,->NW2,Rooskey School,BCT,8490B5553201,537507,786781
11542,Fitzgeralds,Castlebar,E0849135,->SW,Fitzgeralds,BCT,8490B5553301,511943,788206
11543,Dough Mckeown,Carrownisky,E0849056,->NE1,Dough Mckeown,BCT,8490B5540202,479876,779556
11543,Dough Mckeown,Carrownisky,E0849056,->NE2,Dough Mckeown,BCT,8490B5540201,479876,779562
11544,Louisburgh,Louisburgh,E0849023,->NW1,Louisburgh,BCT,8490B5540402,480806,780483
11544,Louisburgh,Louisburgh,E0849023,->SE1,Louisburgh,BCT,8490B5540401,480812,780486
11544,Louisburgh,Louisburgh,E0849023,->SE2,Louisburgh,BCT,8490B5540403,480811,780485
11544,Louisburgh,Louisburgh,E0849023,->NW2,Louisburgh,BCT,8490B5540404,480806,780485
11545,Moneen,Louisburgh,E0849023,->NE,Moneen,BCT,8490B5540002,482632,781359
11545,Moneen,Louisburgh,E0849023,->SW,Moneen,BCT,8490B5540001,482633,781352
11546,Currane,Tonregee (Mayo),E0849063,->W,Currane,BCT,8490B5535802,472720,793554
11546,Currane,Tonregee (Mayo),E0849063,->E,Currane,BCT,8490B5535801,472730,793556
11547,Cloonfinnish Shrine,Cuilmore,E0849076,->N,Cloonfinnish Shrine,BCT,8490B553601,542174,802082
11548,Moorehall X,Ballyglass,E0849042,->SE,Moorehall X,BCT,8490B5539601,520976,774756
11549,Kilsallagh Po,Kilsallagh (Mayo),E0849019,->E,Kilsallagh Po,BCT,8490B5540702,485339,781735
11549,Kilsallagh Po,Kilsallagh (Mayo),E0849019,->W,Kilsallagh Po,BCT,8490B5540701,485341,781726
11550,O'Briens Gate,Kilsallagh (Mayo),E0849019,->W,O'Briens Gate,BCT,8490B5540801,485896,781873
11550,O'Briens Gate,Kilsallagh (Mayo),E0849019,->E,O'Briens Gate,BCT,8490B5540802,485894,781890
11551,Lecanvey,Kilsallagh (Mayo),E0849019,->E,Lecanvey,BCT,8490B5540902,486344,781819
11551,Lecanvey,Kilsallagh (Mayo),E0849019,->W,Lecanvey,BCT,8490B5540901,486344,781813
